RoleType	Type	ShowID	CanUseInCreate	RewardsPrice	CoinPrice	Discount	DisStartTime	DisEndTime	ColorID0	ColorID1	ColorID2	ColorID3	ColorID4	ColorID5	ColorID6	ColorID7	ColorID8	ColorID9	ColorID10	ColorID11	ColorID12	ColorID13	ColorID14	ColorID15	ColorID16	ColorID17	ColorID18	ColorID19	ColorID20	ColorID21	ColorID22	ColorID23	ColorID24	ColorID25	ColorID26	ColorID27	ColorID28	ColorID29	ColorID30
1	8	4	1	0	500	50	1513036800	1513123200	0	1	2	3	5	6	7	8	9	10	11																				
1	8	5	1	0	500	50	1513036800	1513123200	0	1	2	3	5	6	7	8	9	10	11																				
1	8	6	1	0	500	50	1513036800	1513123200	0	1	2	3	5	6	7	8	9	10	11																				
1	8	7	1	0	500	50	1513036800	1513123200	0	1	2	3	5	6	7	8	9	10	11																				
1	8	8	1	0	1000	50	1513036800	1513123200	0	1	2	3	5	6	7	8	9	10	11																				
1	8	9	0	0	1000	50	1513036800	1513123200	0	1	2	3	5	6	7	8	9	10	11																				
1	8	10	1	0	1000	50	1513036800	1513123200	0	1	2	3	5	6	7	8	9	10	11																				
1	8	11	1	0	500	50	1513036800	1513123200	0	1	2	3	5	6	7	8	9	10	11																				
1	8	12	0	0	3800	50	1513036800	1513123200	0	1	2	3	5	6	7	8	9	10	11																				
1	8	13	0	0	3800	50	1513036800	1513123200	0	1	2	3	5	6	7	8	9	10	11																				
1	8	14	0	0	3800	50	1513036800	1513123200	0	1	2	3	5	6	7	8	9	10	11																				
1	9	0	1	0	0	50	1513036800	1513123200	0																														
1	9	1	1	0	500	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	2	1	0	500	50	1513036800	1513123200	0	1	2	5	6	7	9																								
1	9	3	1	0	500	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	4	1	0	500	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	5	0	0	1000	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	6	1	0	1000	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	7	1	0	500	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	8	1	0	1000	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	9	1	0	500	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	10	1	0	500	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	11	1	0	500	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	12	1	0	500	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	13	1	0	500	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	14	0	0	500	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	15	0	0	500	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	16	1	0	1000	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	17	1	0	1000	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	18	0	0	1000	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	19	0	0	1000	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	20	0	0	1000	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	21	0	0	1000	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	22	0	0	1000	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	23	0	0	1000	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	24	1	0	500	50	1513036800	1513123200	0	1	5	6	7	9	10																								
1	9	25	1	0	500	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	26	1	0	500	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	27	1	0	500	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	28	1	0	500	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	29	0	0	1000	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	30	0	0	1000	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	31	1	0	500	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	32	1	0	500	50	1513036800	1513123200	0	1	2	5	6	7	9																								
1	9	33	1	0	500	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	34	0	0	3800	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	35	0	0	3800	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	36	0	0	3800	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	37	1	0	500	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	38	0	0	3800	50	1513036800	1513123200	0	1	5	6	7	9	10																								
1	9	39	0	0	3800	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	40	0	0	3800	50	1513036800	1513123200	0	1	2	5	6	7	10																								
1	9	41	0	0	3800	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	42	0	0	3800	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	43	0	0	3800	50	1513036800	1513123200	0	1	2	5	6	7	9	10	11																						
1	9	44	0	0	3800	50	1513036800	1513123200	0	1	2	5	6	7	9	10	11																						
1	9	45	0	0	3800	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	46	0	0	3800	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	47	0	0	3800	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	48	0	0	3800	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	49	0	0	3800	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	50	0	0	3800	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	51	0	0	3800	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	52	0	0	1000	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	53	0	0	1000	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	54	0	0	3800	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	55	0	0	3800	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	56	0	0	3800	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	57	0	0	1000	50	1513036800	1513123200	0	1	2	5	6	7	9																								
1	9	58	0	0	1000	50	1513036800	1513123200	0	1	2	5	6	7	9																								
1	9	59	0	0	500	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	60	0	0	500	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	61	0	0	500	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	62	0	0	1000	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	63	0	0	3800	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	64	0	0	3800	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	65	0	0	500	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	66	0	0	500	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	67	0	0	1000	50	1513036800	1513123200	0	1	2	5	6	7	9																								
1	9	68	0	0	3800	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	69	0	0	1000	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	70	0	0	3800	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	71	0	0	3800	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	72	0	0	1000	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	73	0	0	1000	50	1513036800	1513123200	0	1	2	6	9	10																									
1	9	74	0	0	3800	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	75	0	0	500	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	76	0	0	500	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	77	0	0	500	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	78	0	0	1000	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	79	0	0	1000	50	1513036800	1513123200	0	1	2	5	6	7	9																								
1	9	80	0	0	1000	50	1513036800	1513123200	0	1	2	5	6	7	9																								
1	9	81	0	0	1000	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	82	0	0	1000	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	83	0	0	1000	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	84	0	0	1000	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	85	0	0	3800	50	1513036800	1513123200	0	1	2	5	6	7	9	10																							
1	9	86	0	0	3800	50	1513036800	1513123200	0	1	3	4	6	7	8	9	10																						
1	9	87	0	0	1000	50	1513036800	1513123200	0	1	3	4	6	7	8	9	10																						
1	9	88	0	0	3800	50	1513036800	1513123200	0	1	3	4	6	7	8	9	10																						
1	9	89	0	0	3800	50	1513036800	1513123200	0	1	3	4	6	7	8	9	10																						
1	9	90	0	0	3800	50	1513036800	1513123200	0	1	3	4	6	7	8	9	10																						
1	9	91	0	0	3800	50	1513036800	1513123200	0	1	3	4	6	7	8	9	10																						
1	9	92	0	0	3800	50	1513036800	1513123200	0	1	3	4	6	7	8	9	10																						
1	9	93	0	0	3800	50	1513036800	1513123200	0	1	3	4	6	7	8	9	10																						
1	9	94	0	0	3800	50	1513036800	1513123200	0	1	3	4	6	7	8	9	10																						
1	9	95	0	0	3800	50	1513036800	1513123200	0	1	3	4	6	7	8	9	10																						
1	9	96	0	0	1000	50	1513036800	1513123200	0	1	3	4	6	7	8	9	10																						
1	9	97	0	0	1000	50	1513036800	1513123200	0	1	3	4	6	7	8	9	10																						
1	9	98	0	0	3800	50	1513036800	1513123200	0	1	3	4	6	7	8	9	10																						
1	9	99	0	0	2000	50	1513036800	1513123200	0																														
1	9	100	0	0	2000	50	1513036800	1513123200	0																														
1	9	101	0	0	2000	50	1513036800	1513123200	0																														
1	9	102	0	0	2000	50	1513036800	1513123200	0																														
1	9	103	0	0	2000	50	1513036800	1513123200	0																														
1	9	104	0	0	2000	50	1513036800	1513123200	0																														
1	9	105	0	0	2000	50	1513036800	1513123200	0																														
1	9	106	0	0	2000	50	1513036800	1513123200	0																														
1	9	107	0	0	2000	50	1513036800	1513123200	0																														
1	9	108	0	0	2000	50	1513036800	1513123200	0																														
1	9	109	0	0	2000	50	1513036800	1513123200	0																														
1	9	110	0	0	2000	50	1513036800	1513123200	0																														
1	9	111	0	0	3800	50	1513036800	1513123200	0																														
1	9	112	0	0	3800	50	1513036800	1513123200	0																														
1	9	115	0	0	3800	50	1513036800	1513123200	0	1	2	3	4	5	6	7	8	10																					
1	9	116	0	0	1000	50	1513036800	1513123200	0	1	2	3	4	5	6	7	8	9	10																				
1	9	117	0	0	1000	50	1513036800	1513123200	0	1	2	3	4	5	6	7	8	9	10																				
1	9	118	0	0	2000	50	1513036800	1513123200	0																														
1	9	119	0	0	1000	50	1513036800	1513123200	0	1	2	3	5	6	7	8	9	10																					
1	9	120	0	0	1000	50	1513036800	1513123200	0	1	2	4	5	6	7	8	9	10																					
1	9	121	0	0	1000	50	1513036800	1513123200	0	1	2	4	5	6	7	8	9	10																					
1	9	122	0	0	1000	50	1513036800	1513123200	0	1	2	3	4	5	6	7	8	9	10																				
1	9	123	0	0	1000	50	1513036800	1513123200	0	1	2	4	5	6	7	8	9																						
1	9	124	0	0	1000	50	1513036800	1513123200	0	1	2	4	5	6	7	8	9																						
1	9	125	0	0	3800	50	1513036800	1513123200	0	1	2	3	4	5	6	7	8	9	10																				
1	9	126	0	0	3800	50	1513036800	1513123200	0	1	2	4	5	6	7	8	9																						
1	9	127	0	0	1000	50	1513036800	1513123200	0	1	2	3	4	5	6	7	8	9																					
1	9	128	0	0	1000	50	1513036800	1513123200	0	1	2	3	4	5	6	7	8	9																					
1	9	129	0	0	3800	50	1513036800	1513123200	0	1	2	3	5	6	7	8	9	10																					
1	9	130	0	0	1000	50	1513036800	1513123200	0	1	4	5	6	10																									
1	9	131	0	0	1000	50	1513036800	1513123200	0	1	4	5	9																										
1	9	132	0	0	1000	50	1513036800	1513123200	0	5																													
1	9	133	0	0	1000	50	1513036800	1513123200	0	1	2	4	5	6	7	10																							
1	9	134	0	0	1000	50	1513036800	1513123200	0	1	3	9																											
1	9	135	0	0	1000	50	1513036800	1513123200	0	1	4	5																											
1	9	136	0	0	1000	50	1513036800	1513123200	0	1	2	3	9																										
1	9	137	0	0	1000	50	1513036800	1513123200	0																														
1	9	138	0	0	1000	50	1513036800	1513123200	0	1	4	8																											
1	9	139	0	0	1000	50	1513036800	1513123200	0	3	9																												
1	9	140	0	0	1000	50	1513036800	1513123200	0	1	2	3	5	6	7	8	9	10																					
1	9	141	0	0	1000	50	1513036800	1513123200	0	3	7	9	10																										
1	9	142	0	0	1000	50	1513036800	1513123200	0	1	10																												
1	9	143	0	0	1000	50	1513036800	1513123200	0	3	9																												
1	9	144	0	0	1000	50	1513036800	1513123200	0	1	4	5	6	7	8	9	10																						
1	9	145	0	0	1000	50	1513036800	1513123200	0	1	4	5	7	8																									
1	9	146	0	0	1000	50	1513036800	1513123200	0																														
1	9	147	0	0	1000	50	1513036800	1513123200	0	3	10																												
1	9	148	0	0	1000	50	1513036800	1513123200	0	3	9	10																											
1	9	149	0	0	1000	50	1513036800	1513123200	0	3	9	10																											
1	9	150	0	0	1000	50	1513036800	1513123200	0	1	2	3	4	5	6	7	8	9																					
2	0	1	1	0	0	50	1513036800	1513123200	0																														
2	0	2	1	0	500	50	1513036800	1513123200	0																														
2	0	3	1	0	500	50	1513036800	1513123200	0																														
2	0	4	1	0	500	50	1513036800	1513123200	0																														
2	0	5	1	0	500	50	1513036800	1513123200	0																														
2	0	6	1	0	500	50	1513036800	1513123200	0																														
2	1	1	1	0	0	50	1513036800	1513123200	0																														
2	1	2	1	0	500	50	1513036800	1513123200	0	1	2	8	9	5	7																								
2	1	3	1	0	500	50	1513036800	1513123200	0	1	2	8	9	5	7																								
2	1	4	1	0	500	50	1513036800	1513123200	0	1	2	8	9	5	7																								
2	1	5	1	0	500	50	1513036800	1513123200	0	1	2	8	9	5	7																								
2	1	6	1	0	3800	50	1513036800	1513123200	0	1	2	8	9	5	7																								
2	1	7	1	0	500	50	1513036800	1513123200	0	1	2	8	9	5	7																								
2	1	8	0	0	3800	50	1513036800	1513123200	0	1	2	8	9	5	7																								
2	1	9	0	0	3800	50	1513036800	1513123200	0	1	2	8	9	5	7																								
2	2	1	1	0	0	50	1513036800	1513123200	0																														
2	2	2	1	0	500	50	1513036800	1513123200	0	1	2	8	9	5	7																								
2	2	3	1	0	500	50	1513036800	1513123200	0	1	2	8	9	5	7																								
2	2	4	1	0	500	50	1513036800	1513123200	0	1	2	8	9	5	7																								
2	2	5	1	0	500	50	1513036800	1513123200	0	1	2	8	9	5	7																								
2	2	6	1	0	3800	50	1513036800	1513123200	0	1	2	8	9	5	7																								
2	2	7	1	0	500	50	1513036800	1513123200	0	1	2	8	9	5	7																								
2	2	8	0	0	3800	50	1513036800	1513123200	0	1	2	8	9	5	7																								
2	2	9	0	0	3800	50	1513036800	1513123200	0	1	2	8	9	5	7																								
2	3	0	1	0	0	50	1513036800	1513123200	0																														
2	3	1	1	0	300	50	1513036800	1513123200	0	1	2	3	5	6	7	8	9	10	11	12	13	14	15	16															
2	3	2	1	0	300	50	1513036800	1513123200	0	1	2	3	5	6	7	8	9	10	11	12	13	14	15	16															
2	3	3	1	0	500	50	1513036800	1513123200	0	1	2	4	3	5	6	7	8	9	10	11	12	13	14	15	16														
2	3	4	0	0	1000	50	1513036800	1513123200	0	1	2	3	5	6	7	8	9	10	11	12	13	14	15	16															
2	3	5	1	0	1000	50	1513036800	1513123200	0	1	2	3	5	6	7	8	9	10	11	12	13	14	15	16															
2	3	6	0	0	1000	50	1513036800	1513123200	0	1	2	3	5	6	7	8	9	10	11	12	13	14	15	16															
2	3	7	0	0	1000	50	1513036800	1513123200	0	1	2	3	5	6	7	8	9	10	11	12	13	14	15	16															
2	3	8	0	0	1000	50	1513036800	1513123200	0	1	2	3	5	6	7	8	9	10	11	12	13	14	15	16															
2	3	9	0	0	1000	50	1513036800	1513123200	0	1	2	3	5	6	7	8	9	10	11	12	13	14	15	16															
2	3	10	1	0	500	50	1513036800	1513123200	0	1	2	3	5	6	7	8	9	10	11	12	13	14	15	16															
2	3	11	1	0	300	50	1513036800	1513123200	0	1	2	3	5	6	7	8	9	10	11	12	13	14	15	16															
2	3	12	1	0	300	50	1513036800	1513123200	0	1	2	3	5	6	7	8	9	10	11	12	13	14	15	16															
2	3	14	0	0	1000	50	1513036800	1513123200	0	1	2	3	4	5	6	8																							
2	3	15	0	0	1000	50	1513036800	1513123200	0	1	2	3	4	5	6	8																							
2	4	1	1	0	0	50	1513036800	1513123200	0																														
2	4	2	1	0	500	50	1513036800	1513123200	0	1	2	3	4	5	6	7	8	9	10	11	12	13	15																
2	4	3	1	0	1000	50	1513036800	1513123200	0	1	2	3	5	6	7	8	9	10	11	12	13	15																	
2	4	4	1	0	500	50	1513036800	1513123200	0	1	2	3	4	5	6	7	8	9	10	11	12	13	15																
2	4	5	0	0	1000	50	1513036800	1513123200	0	1	2	3	5	6	7	8	9	10	11	12	13	15																	
2	4	6	1	0	500	50	1513036800	1513123200	0	1	2	3	5	6	7	8	9	10	11	12	13	15																	
2	4	7	0	0	500	50	1513036800	1513123200	0	1	2	3	5	6	7	8	9	10	11	12	13	15																	
2	4	8	1	0	500	50	1513036800	1513123200	0	1	2	3	5	6	7	8	9	10	11	12	13	15																	
2	4	9	1	0	500	50	1513036800	1513123200	0	1	2	3	5	6	7	8	9	10	11	12	13	15																	
2	4	10	1	0	500	50	1513036800	1513123200	0	1	2	3	5	6	7	8	9	10	11	12	13	15																	
2	4	11	1	0	500	50	1513036800	1513123200	0	1	2	3	5	6	7	8	9	10	11	12	13	15																	
2	4	12	1	0	500	50	1513036800	1513123200	0	1	2	3	5	6	7	8	9	10	11	12	13	15																	
2	5	0	0	0	1000	50	1513036800	1513123200	0																														
2	5	1	1	0	0	50	1513036800	1513123200	0																														
2	5	2	1	0	500	50	1513036800	1513123200	0	1	3	4	9																										
2	5	3	1	0	500	50	1513036800	1513123200	0	1	3	4	9																										
2	5	4	0	0	500	50	1513036800	1513123200	0	1	3	4	9																										
2	5	5	1	0	500	50	1513036800	1513123200	0	1	3	4	9																										
2	5	6	1	0	500	50	1513036800	1513123200	0	1	3	4	9																										
2	5	7	1	0	1000	50	1513036800	1513123200	0	1	3	4	9																										
2	5	8	1	0	1000	50	1513036800	1513123200	0	1	3	4	9																										
2	5	9	1	0	500	50	1513036800	1513123200	0	1	3	4	9																										
2	5	10	0	0	1000	50	1513036800	1513123200	0	1	3	4	9																										
