ID	RoleType	Type	ShowID	Name	Des	IconID	FlipID	DefaultRGBA	Label
145	1	9	163	泪		5714	164	0;0;0;255	
146	1	9	165	无泪		5714	166	0;0;0;255	
147	1	9	167	美人痣		5714	168	0;0;0;255	
148	1	9	161	比翼		10182		243;217;98;255	
149	1	9	162	尘缘		10183		255;255;255;255	
150	1	9	151	流枫		10186		240;195;102;255	
151	1	9	152	孔雀舞		10185		61;111;98;255	
152	1	9	153	天香引		10177		63;128;169;255	
153	1	9	154	醉花荫		10176	155	230;151;171;255	
154	1	9	156	映雪		10178	160	255;255;255;255	
155	1	9	157	锦瑟		10179		174;109;122;255	
156	1	9	158	引仙		10180		206;193;93;255	
157	1	9	159	怒连心		10181		0;0;0;255	
158	1	9	140	马王爷		8957		182;164;114;255	
159	1	9	141	不染		8958		210;170;162;255	
160	1	9	142	别艳		8952		110;25;24;255	
161	1	9	143	滴血		8960		38;31;25;255	
162	1	9	144	狱蛇		8959		255;255;255;255	
163	1	9	145	昂		8955		141;30;10;255	
164	1	9	146	帅意贴		8956		0;0;0;255	
165	1	9	147	慈悲		8954		224;199;142;255	
166	1	9	148	踪		8953	149	248;189;171;255	
167	1	9	150	熊来了		8951		99;95;94;255	
168	1	9	130	百回叱咤		8878		0;0;0;255	
169	1	9	131	望空		8879		167;66;34;255	
170	1	9	132	形伤旧事		8880		0;0;0;255	
171	1	9	133	残阳里		8881		187;75;48;255	
172	1	9	134	寒声碎		8882		255;255;255;255	
173	1	9	135	魔夜挽花		8883		0;0;0;255	
174	1	9	136	中宵寐		8884		0;0;0;255	
175	1	9	137	煌煌遗踪		8885		0;0;0;255	
176	1	9	138	秋寂		8887		255;255;255;255	
177	1	9	139	戏言峥嵘		8886		79;60;44;255	
178	1	9	125	枯荣		8279		255;255;255;255	
179	1	9	126	庭翼		8281		255;255;255;255	
180	1	9	127	菊踪		8282		255;255;255;255	
181	1	9	128	荣芳		8283		255;255;255;255	
182	1	9	129	金莲开		8277		182;152;102;255	
183	1	9	120	广交		7960		166;158;152;255	
184	1	9	121	飞轩		7959		166;158;152;255	
185	1	9	122	莲生		7964		166;158;152;255	
186	1	9	123	鲛鲸		7962		137;112;100;255	
187	1	9	124	垂眼		7958		136;122;116;255	
188	1	9	118	[六周年特别版]盾舞		7090		0;0;0;255	
189	1	9	119	祥云		7091		229;217;209;255	
190	1	9	115	中征		6996		194;194;194;255	
191	1	9	117	晴敛		6997	116	107;108;151;255	
192	1	9	111	凤尾		6791	112	85;70;42;255	
193	1	9	99	[五周年特别版]阴阳		6260		109;115;168;255	
194	1	9	100	[五周年特别版]素问		6267	101	93;136;141;255	
195	1	9	102	[五周年特别版]奇门遁甲 		6265	103	33;54;74;255	
196	1	9	104	[五周年特别版]大唐魂		6266		200;66;61;255	
197	1	9	105	[五周年特别版]莲华佛缘		6264		255;255;255;255	
198	1	9	106	[五周年特别版]幻蛛		6268		97;65;96;255	
199	1	9	107	[五周年特别版]剑魄		6259		237;202;123;255	
200	1	9	108	[五周年特别版]光明火		6262		148;43;55;255	
201	1	9	109	[五周年特别版]降龙		6261	110	52;57;122;255	
202	1	9	1	一点红		5683		198;89;80;255	
203	1	9	2	冷香		5685		196;56;97;255	
204	1	9	3	锦上		5686		177;78;62;255	
205	1	9	4	六出		5688		195;77;107;255	
206	1	9	5	菡萏		5691		255;255;255;255	
207	1	9	6	月夕		5692		255;255;255;255	
208	1	9	7	般若		5693		107;92;75;255	
209	1	9	8	金刚		5694		107;92;75;255	
210	1	9	9	断戟		5679	10	140;99;90;255	
211	1	9	11	烽烟		5680	12	140;99;90;255	
212	1	9	13	无双		5681		140;99;90;255	
213	1	9	14	剑风		5682	15	140;99;90;255	
214	1	9	16	恋		5698	17	215;99;72;255	
215	1	9	18	清霜醉		5702	19	246;212;215;255	
216	1	9	20	纷落		5703	21	246;212;215;255	
217	1	9	22	一剪梅		5704	23	208;144;139;255	
218	1	9	24	长恨		5706		0;0;0;255	
219	1	9	25	忘川		5705	26	0;0;0;255	
220	1	9	27	奈何		5706	28	0;0;0;255	
221	1	9	29	黄泉		5707	30	119;18;0;255	
222	1	9	31	蛮王		5708		221;79;53;255	
223	1	9	32	孤云出岫		5709		153;37;26;255	
224	1	9	33	惊鸿一瞥		5710		114;48;55;255	
225	1	9	34	战神		5712	35	99;23;20;255	
226	1	9	36	不败战神		5712		99;23;20;255	
227	1	9	37	浮世绘		5715		95;55;53;255	
228	1	9	38	无常		5716		0;0;0;255	
229	1	9	39	发		5727		135;3;0;255	
230	1	9	40	囚		5728		0;0;0;255	
231	1	9	41	死		5729		0;0;0;255	
232	1	9	42	玩		5730		223;0;15;255	
233	1	9	43	归去来兮		5722	44	46;29;23;255	
234	1	9	45	墨凤		5723		37;29;29;255	
235	1	9	46	墨龙		5724	47	37;29;29;255	
236	1	9	48	龙啸九天		5725	49	37;29;29;255	
237	1	9	50	杯弓		5726	51	37;29;29;255	
238	1	9	52	忘忧		5721	53	255;255;255;255	
239	1	9	54	冰封		5718	55	162;186;230;255	
240	1	9	56	粉墨登场		5711		197;110;102;255	
241	1	9	57	熊猫眼		6040		0;0;0;255	
242	1	9	58	痛扁		6028		141;102;103;255	
243	1	9	59	霜锋		6031		109;69;51;255	
244	1	9	60	血仇		6041	61	154;35;35;255	
245	1	9	62	二郎神		6033		0;0;0;255	
246	1	9	63	拆		6029		210;40;40;255	
247	1	9	64	小哈		6039		255;255;255;255	
248	1	9	65	刻骨		6032	66	109;69;51;255	
249	1	9	67	巴掌		6037		154;35;35;255	
250	1	9	68	脚印		6036		0;0;0;255	
251	1	9	69	入魔		6081		103;66;53;255	
252	1	9	70	狰狞		6094	71	141;91;73;255	
253	1	9	72	景云		6085		155;41;24;255	
254	1	9	73	北斗		6083		227;224;119;255	
255	1	9	74	北斗伤		6084		150;117;94;255	
256	1	9	75	雀斑		6091		189;156;135;255	
257	1	9	76	血煞		6093	77	87;0;0;255	
258	1	9	78	血煞修罗		6093		87;0;0;255	
259	1	9	79	阴符		6092	80	51;42;37;255	
260	1	9	81	天目		6086		90;0;0;255	
261	1	9	82	血瞳		6087		101;10;9;255	
262	1	9	83	森罗		6090	84	177;0;0;255	
263	1	9	85	森罗万象		6090		177;0;0;255	
264	1	9	86	内牛满面		6131		213;194;185;255	
265	1	9	87	纤横		6130		70;60;53;255	
266	1	9	88	有凤来仪		6127		184;11;0;255	
267	1	9	89	狠戾		6133		173;129;107;255	
268	1	9	90	习目		6135	91	0;0;0;255	
269	1	9	92	羽目		6135		0;0;0;255	
270	1	9	93	蜈蚣		6129	94	0;0;0;255	
271	1	9	95	邪魅		6134		0;0;0;255	
272	1	9	96	鬼面		6128		175;33;16;255	
273	1	9	97	花愁		6132		0;0;0;255	
274	1	9	98	菱眼		6136		0;0;0;255	
275	1	10	0	默认		5569		163;73;64;255	
276	1	10	1	莹砂		5569		163;73;64;255	
277	1	10	2	凝心		5569		163;73;64;255	
278	1	10	3	烁晶		5569		163;73;64;255	
279	1	10	4	落雪		5569		163;73;64;255	
280	1	10	5	星芒		5569		163;73;64;255	
281	1	10	6	月辰		5569		163;73;64;255	
282	1	10	7	惜春		5569		163;73;64;255	
283	1	11	0	默认		5569		163;73;64;255	
284	1	11	1	叠涂_1		5569		163;73;64;255	
285	1	11	3	叠涂_3		5569		163;73;64;255	
286	1	11	4	叠涂_4		5569		163;73;64;255	
287	1	12	0	默认		5569		163;73;64;255	
288	1	12	2	倾妃		5569		163;73;64;255	
289	2	0	1	默认		5821		213;155;138;255	
290	2	0	2	桃李		5822		209;169;151;255	
291	2	0	3	凝脂		5823		210;170;153;255	
292	2	0	4	姑射		5824		217;167;148;255	
293	2	0	5	明艳		5825		209;168;151;255	
294	2	0	6	冰肌		5826		209;168;151;255	
295	2	0	7	墨颜		12880		209;168;151;255	
296	2	1	1	默认		5841		40;34;25;255	
297	2	1	2	蟾宫		5841		40;34;25;255	
298	2	1	3	秋练		5842		69;64;48;255	
299	2	1	4	玄烛		5843		89;64;63;255	
300	2	1	5	白露		5844		157;161;132;255	
301	2	1	6	琳琅		5845		89;90;80;255	
302	2	1	7	望舒		5846		49;40;34;255	
303	2	1	8	猫眼		5847		122;73;32;255	
304	2	1	9	浮图		5848		106;105;113;255	
305	2	1	10	黑洞		13598		52;52;34;255	2
306	2	1	11	守望星辰		13599		52;52;34;255	2
307	2	1	12	七星北斗		13600		52;52;34;255	2
308	2	1	13	轮回		13601		52;52;34;255	2
309	2	2	1	默认		5841		40;34;25;255	
310	2	2	2	蟾宫		5841		40;34;25;255	
311	2	2	3	秋练		5842		69;64;48;255	
312	2	2	4	玄烛		5843		89;64;63;255	
313	2	2	5	白露		5844		157;161;132;255	
314	2	2	6	琳琅		5845		89;90;80;255	
315	2	2	7	望舒		5846		49;40;34;255	
316	2	2	8	猫眼		5847		122;73;32;255	
317	2	2	9	浮图		5848		106;105;113;255	
318	2	2	10	黑洞		13598		52;52;34;255	2
319	2	2	11	守望星辰		13599		52;52;34;255	2
320	2	2	12	七星北斗		13600		52;52;34;255	2
321	2	2	13	轮回		13601		52;52;34;255	2
322	2	3	0	默认		5815		255;255;255;255	
323	2	3	1	卿暮		5784		161;115;92;255	
324	2	3	2	墨韵		5785		132;95;82;255	
325	2	3	3	云絮		5786		145;40;74;255	
326	2	3	4	粉黛		5787		169;58;73;255	
327	2	3	5	惑心		5788		167;51;76;255	
328	2	3	6	蝶恋花		5789		153;96;172;255	
329	2	3	7	罗刹		5790		123;87;80;255	
330	2	3	8	羽焰		5791		185;83;86;255	
331	2	3	9	紫颜		5792		134;77;141;255	
332	2	3	10	百媚		5793		165;84;82;255	
333	2	3	11	幽楚		5794		143;96;80;255	
334	2	3	12	月下影		5838		125;91;83;255	
335	2	3	14	一颦		7087		121;36;34;255	
336	2	3	15	飞嫣		7088		155;40;46;255	
337	2	4	1	默认		5741		0;0;0;255	
338	2	4	2	青行		5741		0;0;0;255	
339	2	4	3	小篆		5742		0;0;0;255	
340	2	4	4	正楷		5743		0;0;0;255	
341	2	4	5	幽月		5744		81;74;100;255	
342	2	4	6	浅尝		5745		116;91;107;255	
343	2	4	7	复还		5746		124;82;80;255	
344	2	4	8	沧浪		5747		0;0;0;255	
345	2	4	9	懵然		5748		0;0;0;255	
346	2	4	10	深泽		5749		0;0;0;255	
347	2	4	11	勾韵		5750		0;0;0;255	
348	2	4	12	华月		5751		0;0;0;255	
349	2	5	1	默认		5639		0;0;0;255	
350	2	5	22	远黛		13607		0;0;0;255	2
351	2	5	23	孤城		13608		0;0;0;255	2
352	2	5	24	狐影		13609		0;0;0;255	2
353	2	5	25	寒柳		13610		0;0;0;255	2
354	2	5	26	镜中山色		13611		0;0;0;255	2
355	2	5	2	小山眉		5639		0;0;0;255	
356	2	5	3	上挑眉		5640		0;0;0;255	
357	2	5	4	螺旋眉		5641		0;0;0;255	
358	2	5	5	一字眉		5642		0;0;0;255	
359	2	5	6	秋娘眉		5643		0;0;0;255	
360	2	5	7	黛玉眉		5644		0;0;0;255	
361	2	5	8	巾帼眉		5645		0;0;0;255	
362	2	5	9	朴素眉		5646		0;0;0;255	
363	2	5	10	宽横眉		5647		0;0;0;255	
364	2	5	11	天则眉		5648		0;0;0;255	
365	2	5	12	直眉		5649		0;0;0;255	
366	2	5	13	厚直眉		5650		0;0;0;255	
367	2	5	14	刚正眉		5651		0;0;0;255	
368	2	5	15	平直眉		5839		0;0;0;255	
369	2	5	16	隐牙		6372		255;255;255;255	
370	2	5	17	月白		6373		255;255;255;255	
371	2	5	18	淡霜		6374		255;255;255;255	
372	2	5	19	迭雪		6375		255;255;255;255	
373	2	5	20	雪叶		6376		255;255;255;255	
374	2	5	21	湮月		7082		0;0;0;255	
375	2	5	0	无		5815		255;255;255;255	
376	2	6	0	默认		5815		255;255;255;255	
377	2	6	1	暖蓉		5548		240;140;124;255	
378	2	6	2	小雅		5549		222;131;122;255	
379	2	6	3	含羞		5550		230;146;122;255	
380	2	6	4	采薇		5551		231;131;116;255	
381	2	6	5	淡舒		5552		225;125;115;255	
382	2	6	6	子衿		5553		228;115;112;255	
383	2	6	7	刻铭		5554		240;98;99;255	
384	2	6	8	点妆		5555		231;101;99;255	
385	2	6	9	酒糟鼻		5549		222;131;122;255	
386	2	7	1	默认		5578		170;86;86;255	
387	2	7	2	丹云		5578		170;86;86;255	
388	2	7	3	点绛		5579		139;53;57;255	
389	2	7	4	薄光		5580		164;73;66;255	
390	2	7	5	云鸾		5581		174;90;72;255	
391	2	7	6	丰腴		5582		184;93;85;255	
392	2	7	7	银杏		5583		182;134;127;255	
393	2	7	8	含香		5584		184;90;100;255	
394	2	7	9	甘霖		5585		188;131;118;255	
395	2	7	10	唐风		5586		121;30;36;255	
396	2	7	11	侠骨		5587		173;83;84;255	
397	2	7	12	荡魄		5837		164;74;75;255	
398	2	8	1	默认		5556		255;255;255;255	
399	2	8	2	剪水		5556		255;255;255;255	
400	2	8	3	星眸		5557		255;255;255;255	
401	2	8	4	秋水		5558		255;255;255;255	
402	2	8	5	横波		5559		255;255;255;255	
403	2	8	6	春水		5560		255;255;255;255	
404	2	8	7	凝睇		5561		255;255;255;255	
405	2	8	8	清泉		5562		158;194;215;255	
406	2	8	9	悬珠		5563		255;255;255;255	
407	2	8	10	朗星		5564		255;255;255;255	
408	2	8	11	点漆		5565		255;255;255;255	
409	2	8	12	桃花		5566		255;255;255;255	
410	2	8	13	写轮		5567		255;255;255;255	
411	2	8	14	相印		5568		255;255;255;255	
412	2	8	0	无		5816		0;0;0;255	
413	2	9	0	默认		5815		255;255;255;255	
414	2	9	173	恋心		11365		185;27;34;255	
415	2	9	174	樱咲		11364		185;27;34;255	
416	2	9	175	胧月夜		11368		166;78;65;255	
417	2	9	159	流金		10547		219;204;123;255	
418	2	9	160	惊昙		10540		255;255;255;255	
419	2	9	161	轻羽		10550		255;255;255;255	
420	2	9	162	鸡爪爪		10543		0;0;0;255	
421	2	9	163	双星泪		10552		0;0;0;255	
422	2	9	164	魅星		10541		0;0;0;255	
423	2	9	165	妖星		10546		0;0;0;255	
424	2	9	166	逢虎		10548		0;0;0;255	
425	2	9	167	魂迷夜		10551		0;0;0;255	
426	2	9	169	曼殊沙华		10542		161;45;51;255	
427	2	9	170	夕燕		10545		161;45;51;255	
428	2	9	171	灿金		10549		219;204;123;255	
429	2	9	172	狐说		10544		255;255;255;255	
430	2	9	144	比翼		10182		243;217;98;255	
431	2	9	145	尘缘		10183		255;255;255;255	
432	2	9	146	流枫		10184		240;195;102;255	
433	2	9	147	孔雀舞		10185		61;111;98;255	
434	2	9	148	天香引		10177		63;128;169;255	
435	2	9	149	醉花荫		10176	151	230;151;171;255	
436	2	9	150	映雪		10178	155	255;255;255;255	
437	2	9	152	锦瑟		10179		174;109;122;255	
438	2	9	153	引仙		10180		206;193;93;255	
439	2	9	154	怒连心		10181		0;0;0;255	
440	2	9	133	马王爷		8957		182;164;114;255	
441	2	9	134	不染		8958		210;170;162;255	
442	2	9	135	别艳		8952		110;25;24;255	
443	2	9	136	滴血		8960		38;31;25;255	
444	2	9	137	狱蛇		8959		255;255;255;255	
445	2	9	138	昂		8955		141;30;10;255	
446	2	9	139	帅意贴		8956		0;0;0;255	
447	2	9	140	慈悲		8954		224;199;142;255	
448	2	9	141	踪		8953	142	248;189;171;255	
449	2	9	143	熊来了		8951		99;95;94;255	
450	2	9	123	百回叱咤		8878		0;0;0;255	
451	2	9	124	望空		8879		167;66;34;255	
452	2	9	125	形伤旧事		8880		0;0;0;255	
453	2	9	126	残阳里		8881		187;75;48;255	
454	2	9	127	寒声碎		8882		255;255;255;255	
455	2	9	128	魔夜挽花		8883		0;0;0;255	
456	2	9	129	中宵寐		8884		0;0;0;255	
457	2	9	130	煌煌遗踪		8885		0;0;0;255	
458	2	9	131	秋寂		8887		255;255;255;255	
459	2	9	132	戏言峥嵘		8886		79;60;44;255	
460	2	9	118	枯荣		8279		255;255;255;255	
461	2	9	119	庭翼		8281		255;255;255;255	
462	2	9	120	菊踪		8282		255;255;255;255	
463	2	9	121	荣芳		8283		255;255;255;255	
464	2	9	122	金莲开		8277		182;152;102;255	
465	2	9	112	映带		7966		122;65;120;255	
466	2	9	113	海砂		7961		144;149;143;255	
467	2	9	114	惊蝶		7963		127;73;125;255	
468	2	9	116	湘梅		7967		166;158;152;255	
469	2	9	117	幽离		7965		127;73;125;255	
470	2	9	110	[六周年特别版]盾舞		7090		0;0;0;255	
471	2	9	111	祥云		7091		229;217;209;255	
472	2	9	109	相思		7089		231;58;58;255	
473	2	9	106	中征		6996		194;194;194;255	
474	2	9	108	晴敛		6997	107	107;108;151;255	
475	2	9	99	碧翠		6788	98	61;119;77;255	
476	2	9	100	浅游		6789	101	66;127;151;255	
477	2	9	102	绕藤		6790	103	115;158;64;255	
478	2	9	104	萤蝶		6792	105	81;148;144;255	
479	2	9	86	[五周年特别版]阴阳		6260		109;115;168;255	
480	2	9	87	[五周年特别版]素问		6267	88	93;136;141;255	
481	2	9	89	[五周年特别版]奇门遁甲 		6265	90	33;54;74;255	
482	2	9	91	[五周年特别版]大唐魂		6266		200;66;61;255	
483	2	9	92	[五周年特别版]妙舞		6263		194;95;97;255	
484	2	9	93	[五周年特别版]幻蛛		6268		97;65;96;255	
485	2	9	94	[五周年特别版]剑魄		6259		237;202;123;255	
486	2	9	95	[五周年特别版]光明火		6262		148;43;55;255	
487	2	9	96	[五周年特别版]降龙		6261	97	52;57;122;255	
488	2	9	1	一点红		5683		198;89;80;255	
489	2	9	2	新蕊		5684		172;83;90;255	
490	2	9	3	冷香		5685		196;56;97;255	
491	2	9	4	锦上		5686		177;78;62;255	
492	2	9	5	倾城		5687		187;54;87;255	
493	2	9	6	六出		5688		195;77;107;255	
494	2	9	7	上元		5689		196;56;97;255	
495	2	9	8	如意		5690		196;56;97;255	
496	2	9	9	菡萏		5691		255;255;255;255	
497	2	9	10	戏蝶		5697	11	197;110;102;255	
498	2	9	12	恋		5698	13	215;99;72;255	
499	2	9	14	国色天香		5699	15	246;100;106;255	
500	2	9	16	灼灼		5700	17	246;100;106;255	
501	2	9	18	笑春风		5701	19	246;100;106;255	
502	2	9	20	清霜醉		5702	21	246;212;215;255	
503	2	9	22	纷落		5703	23	246;212;215;255	
504	2	9	24	一剪梅		5704	25	208;144;139;255	
505	2	9	26	泪		5714	156	0;0;0;255	
506	2	9	27	无泪		5714	157	0;0;0;255	
507	2	9	28	美人痣		5714	158	0;0;0;255	
508	2	9	29	佳人		5720	30	255;70;98;255	
509	2	9	31	忘川		5705		0;0;0;255	
510	2	9	32	雨落忘川		5705		0;0;0;255	
511	2	9	33	奈何		5706	34	0;0;0;255	
512	2	9	35	黄泉		5707	36	119;18;0;255	
513	2	9	37	孤云出岫		5709		153;37;26;255	
514	2	9	38	惊鸿一瞥		5710		114;48;55;255	
515	2	9	39	浮世绘		5715		95;55;53;255	
516	2	9	40	发		5727		135;3;0;255	
517	2	9	41	死		5729		0;0;0;255	
518	2	9	42	囚		5728		0;0;0;255	
519	2	9	43	玩		5730		223;0;15;255	
520	2	9	44	忘忧		5721	45	255;255;255;255	
521	2	9	46	血仇		6041	47	154;35;35;255	
522	2	9	48	二郎神		6033		0;0;0;255	
523	2	9	49	拆		6029		210;40;40;255	
524	2	9	50	巴掌		6037		154;35;35;255	
525	2	9	51	脚印		6036		0;0;0;255	
526	2	9	52	痛扁		6028		141;102;103;255	
527	2	9	53	芳华		6035	54	253;175;175;255	
528	2	9	55	小哈		6039		255;255;255;255	
529	2	9	56	簪缨		6034		253;175;175;255	
530	2	9	57	霜锋		6031		109;69;51;255	
531	2	9	58	入魔		6081		103;66;53;255	
532	2	9	59	紫蝶		6088	60	187;135;187;255	
533	2	9	61	北斗		6082		203;152;37;255	
534	2	9	62	景云		6085		155;41;24;255	
535	2	9	63	雀斑		6091		189;156;135;255	
536	2	9	64	阴符		6092	65	51;42;37;255	
537	2	9	66	天目		6086		90;0;0;255	
538	2	9	67	血瞳		6087		101;10;9;255	
539	2	9	68	森罗		6090	69	177;0;0;255	
540	2	9	70	森罗万象		6090		177;0;0;255	
541	2	9	71	錦鲤		6089	72	246;226;238;255	
542	2	9	73	花愁		6132		0;0;0;255	
543	2	9	74	菱眼		6136		0;0;0;255	
544	2	9	75	内牛满面		6131		213;194;185;255	
545	2	9	76	纤横		6130		70;60;53;255	
546	2	9	77	有凤来仪		6127		184;11;0;255	
547	2	9	78	狠戾		6133		173;129;107;255	
548	2	9	79	习目		6135	80	0;0;0;255	
