SkillID	SkillLevel	OpenLevel
303	6	109
303	7	109
303	8	109
303	9	109
303	10	109
303	11	109
303	12	109
303	13	109
303	14	109
303	15	109
303	16	109
303	17	109
303	18	109
303	19	109
303	20	109
303	21	109
303	22	109
305	1	113
305	2	113
305	3	113
306	1	101
306	2	101
306	3	101
306	4	101
306	5	101
306	6	101
306	7	101
306	8	101
306	9	101
306	10	101
306	11	101
306	12	101
306	13	101
306	14	101
306	15	101
306	16	101
306	17	101
306	18	101
306	19	101
306	20	101
306	21	101
306	22	101
306	23	101
306	24	101
306	25	101
306	26	101
306	27	101
306	28	101
306	29	101
306	30	101
306	31	101
306	32	101
309	1	15
309	2	16
309	3	17
309	4	18
309	5	19
309	6	20
309	7	21
309	8	22
309	9	23
309	10	24
309	11	25
309	12	26
309	13	28
309	14	30
309	15	32
309	16	35
309	17	38
309	18	41
309	19	44
309	20	47
309	21	50
309	22	53
309	23	56
309	24	59
309	25	62
309	26	65
309	27	68
309	28	72
309	29	76
309	30	80
309	31	84
309	32	88
311	1	109
311	2	109
311	3	109
311	4	109
311	5	109
311	6	109
311	7	109
311	8	109
311	9	109
311	10	109
311	11	109
311	12	109
311	13	109
311	14	109
311	15	109
311	16	109
311	17	109
311	18	109
311	19	109
311	20	109
311	21	109
311	22	109
311	23	109
311	24	109
311	25	109
311	26	109
311	27	109
311	28	109
311	29	109
311	30	109
311	31	109
312	1	108
312	2	108
312	3	108
312	4	108
312	5	108
312	6	108
312	7	108
312	8	108
312	9	108
312	10	108
313	1	44
346	1	115
346	2	115
346	3	115
346	4	115
346	5	115
346	6	115
346	7	115
346	8	115
346	9	115
346	10	115
355	1	119
357	1	44
358	1	111
359	1	110
362	1	110
363	1	118
364	1	107
364	2	107
364	3	107
364	4	107
364	5	107
364	6	107
364	7	107
364	8	107
364	9	107
364	10	107
364	11	107
364	12	107
364	13	107
364	14	107
364	15	107
364	16	107
364	17	107
364	18	107
364	19	107
364	20	107
364	21	107
364	22	107
364	23	107
364	24	107
364	25	107
364	26	107
364	27	107
364	28	107
364	29	107
364	30	107
364	31	107
364	32	107
364	33	107
365	1	108
365	2	108
365	3	108
365	4	108
365	5	108
365	6	108
365	7	108
365	8	108
365	9	108
365	10	108
365	11	108
365	12	108
365	13	108
365	14	108
365	15	108
365	16	108
365	17	108
365	18	108
365	19	108
365	20	108
365	21	108
365	22	108
365	23	108
365	24	108
365	25	108
365	26	108
365	27	108
365	28	108
365	29	108
365	30	108
365	31	108
365	32	108
365	33	108
365	34	108
365	35	108
366	1	110
367	1	100
367	2	100
367	3	100
367	4	100
367	5	100
367	6	100
367	7	100
367	8	100
367	9	100
367	10	100
367	11	100
367	12	100
367	13	100
367	14	100
367	15	100
367	16	100
367	17	100
367	18	100
367	19	100
367	20	100
367	21	100
367	22	100
367	23	100
367	24	100
367	25	100
367	26	100
367	27	100
367	28	100
367	29	100
367	30	100
367	31	100
367	32	100
367	33	100
368	1	106
368	2	106
368	3	106
368	4	106
368	5	106
368	6	106
368	7	106
368	8	106
368	9	106
368	10	106
368	11	106
368	12	106
368	13	106
368	14	106
368	15	106
368	16	106
368	17	106
368	18	106
368	19	106
368	20	106
368	21	106
368	22	106
368	23	106
368	24	106
368	25	106
368	26	106
368	27	106
368	28	106
368	29	106
368	30	106
368	31	106
369	1	114
369	2	114
369	3	114
369	4	114
369	5	114
370	1	34
371	1	116
372	1	113
400	1	100
400	2	5
400	3	15
400	4	17
400	5	18
400	6	19
400	7	20
400	8	21
400	9	22
400	10	24
400	11	27
400	12	30
400	13	33
400	14	36
400	15	39
400	16	42
400	17	45
400	18	48
400	19	51
400	20	55
400	21	59
400	22	63
400	23	67
400	24	71
400	25	75
400	26	79
400	27	83
400	28	87
402	1	24
402	2	32
402	3	40
402	4	48
402	5	56
402	6	64
403	1	101
403	2	15
403	3	16
403	4	17
403	5	18
403	6	19
403	7	20
403	8	21
403	9	22
403	10	23
403	11	24
403	12	29
403	13	32
403	14	35
403	15	38
403	16	41
403	17	44
403	18	47
403	19	50
403	20	54
403	21	58
403	22	62
403	23	66
403	24	70
403	25	74
403	26	78
403	27	82
403	28	86
403	29	90
403	30	94
404	1	111
404	2	42
404	3	45
404	4	50
404	5	60
404	6	70
404	7	80
404	8	90
412	1	109
413	1	114
415	1	103
415	2	15
415	3	16
415	4	17
415	5	18
415	6	19
415	7	20
415	8	21
415	9	22
415	10	23
415	11	25
415	12	28
415	13	31
415	14	34
415	15	37
415	16	40
415	17	43
415	18	46
415	19	49
415	20	52
415	21	56
415	22	60
415	23	64
415	24	68
415	25	72
415	26	76
415	27	80
415	28	84
415	29	90
418	1	107
418	2	25
418	3	40
418	4	55
418	5	70
418	6	86
422	1	116
422	2	64
422	3	72
422	4	80
422	5	88
423	1	109
423	2	35
423	3	36
423	4	37
423	5	38
423	6	41
423	7	44
423	8	47
423	9	50
423	10	53
423	11	57
423	12	61
423	13	65
423	14	69
423	15	73
423	16	77
423	17	81
423	18	85
423	19	89
424	1	113
424	2	35
424	3	41
424	4	50
424	5	75
424	6	115
426	1	118
427	1	107
427	2	16
427	3	18
427	4	21
427	5	25
427	6	30
427	7	36
427	8	38
427	9	40
427	10	42
427	11	44
427	12	46
427	13	48
427	14	50
427	15	52
427	16	54
427	17	56
427	18	58
427	19	60
427	20	62
427	21	64
427	22	66
427	23	68
427	24	70
427	25	72
427	26	76
427	27	80
427	28	84
427	29	88
428	1	111
428	2	50
428	3	52
428	4	56
428	5	64
428	6	76
428	7	88
433	1	112
441	1	38
441	2	48
441	3	58
441	4	68
442	1	115
442	2	28
442	3	32
442	4	48
442	5	64
442	6	80
480	1	105
482	1	34
482	2	42
482	3	50
482	4	58
482	5	66
498	1	30
498	2	35
498	3	42
498	4	50
498	5	65
498	6	80
537	1	100
537	2	100
537	3	100
537	4	100
537	5	100
537	6	100
537	7	100
544	1	113
544	2	113
544	3	113
544	4	113
545	1	120
545	2	120
545	3	120
545	4	120
545	5	120
545	6	120
545	7	120
545	8	120
545	9	120
545	10	120
546	1	109
547	1	34
547	2	42
547	3	50
547	4	58
547	5	66
548	1	26
548	2	36
548	3	46
548	4	56
548	5	66
549	1	103
549	2	103
549	3	103
549	4	103
550	1	118
550	2	118
550	3	118
550	4	118
550	5	118
551	1	114
553	1	101
553	2	101
553	3	101
553	4	101
553	5	101
553	6	101
553	7	101
553	8	101
553	9	101
553	10	101
553	11	101
553	12	101
553	13	101
553	14	101
553	15	101
553	16	101
553	17	101
553	18	101
553	19	101
553	20	101
553	21	101
553	22	101
553	23	101
553	24	101
553	25	101
553	26	101
553	27	101
553	28	101
553	29	101
553	30	101
553	31	101
553	32	101
554	1	106
554	2	106
554	3	106
554	4	106
554	5	106
554	6	106
554	7	106
554	8	106
554	9	106
554	10	106
554	11	106
554	12	106
554	13	106
554	14	106
554	15	106
554	16	106
554	17	106
554	18	106
554	19	106
554	20	106
554	21	106
554	22	106
554	23	106
554	24	106
554	25	106
554	26	106
554	27	106
554	28	106
554	29	106
555	1	109
555	2	109
555	3	109
555	4	109
555	5	109
555	6	109
555	7	109
555	8	109
555	9	109
555	10	109
555	11	109
555	12	109
555	13	109
555	14	109
555	15	109
555	16	109
555	17	109
555	18	109
555	19	109
555	20	109
555	21	109
555	22	109
555	23	109
555	24	109
555	25	109
555	26	109
555	27	109
555	28	109
555	29	109
555	30	109
555	31	109
555	32	109
556	1	110
556	2	110
556	3	110
556	4	110
556	5	110
556	6	110
557	1	112
558	1	117
558	2	117
559	1	36
559	2	38
559	3	40
559	4	42
559	5	44
559	6	46
559	7	48
559	8	50
559	9	52
559	10	54
559	11	56
559	12	58
559	13	60
559	14	62
559	15	64
559	16	66
559	17	68
559	18	70
559	19	72
559	20	74
559	21	76
559	22	78
559	23	80
559	24	82
559	25	84
559	26	86
559	27	88
561	1	103
561	2	103
561	3	103
561	4	103
561	5	103
561	6	103
561	7	103
561	8	103
561	9	103
561	10	103
561	11	103
561	12	103
561	13	103
561	14	103
561	15	103
561	16	103
561	17	103
561	18	103
561	19	103
561	20	103
561	21	103
561	22	103
561	23	103
561	24	103
561	25	103
561	26	103
561	27	103
561	28	103
562	1	16
562	2	17
562	3	18
562	4	19
562	5	20
562	6	21
562	7	22
562	8	23
562	9	24
562	10	25
562	11	26
562	12	28
562	13	31
562	14	34
562	15	37
562	16	40
562	17	43
562	18	46
562	19	49
562	20	53
562	21	57
562	22	61
562	23	65
562	24	69
562	25	73
562	26	77
562	27	81
562	28	85
562	29	89
563	1	44
563	2	64
564	1	29
564	2	38
564	3	50
564	4	56
564	5	62
564	6	68
564	7	70
565	1	103
565	2	103
565	3	103
565	4	103
565	5	103
565	6	103
565	7	103
565	8	103
565	9	103
565	10	103
565	11	103
565	12	103
565	13	103
565	14	103
565	15	103
565	16	103
565	17	103
565	18	103
565	19	103
565	20	103
565	21	103
565	22	103
565	23	103
565	24	103
565	25	103
565	26	103
565	27	103
565	28	103
566	1	42
566	2	62
567	1	40
567	2	46
567	3	52
567	4	58
567	5	64
567	6	70
567	7	78
568	1	119
568	2	119
568	3	119
568	4	119
569	1	116
569	2	116
569	3	116
569	4	116
569	5	116
569	6	116
569	7	116
569	8	116
569	9	116
569	10	116
569	11	116
569	12	116
569	13	116
569	14	116
569	15	116
569	16	116
569	17	116
569	18	116
569	19	116
569	20	116
569	21	116
569	22	116
569	23	116
569	24	116
569	25	116
569	26	116
569	27	116
569	28	116
573	1	36
574	1	111
574	2	111
574	3	111
574	4	111
575	1	30
575	2	32
575	3	35
575	4	50
575	5	75
575	6	89
588	1	112
588	2	112
588	3	112
588	4	112
588	5	112
588	6	112
588	7	112
588	8	112
588	9	112
588	10	112
588	11	112
588	12	112
588	13	112
588	14	112
588	15	112
588	16	112
588	17	112
588	18	112
588	19	112
588	20	112
588	21	112
588	22	112
605	1	24
605	1	24
605	1	24
605	1	24
605	1	24
605	1	24
605	1	24
605	1	24
1577	1	107
1578	1	106
1578	2	21
1578	3	22
1578	4	23
1578	5	24
1578	6	25
1578	7	26
1578	8	27
1578	9	28
1578	10	29
1578	11	30
1578	12	33
1578	13	36
1578	14	39
1578	15	42
1578	16	45
1578	17	48
1578	18	51
1578	19	55
1578	20	59
1578	21	64
1578	22	69
1578	23	74
1578	24	79
1578	25	84
1578	26	89
1579	1	101
1579	2	103
1579	3	103
1579	4	103
1579	5	103
1579	6	103
1579	7	103
1579	8	103
1579	9	103
1579	10	103
1579	11	103
1579	12	103
1579	13	103
1579	14	103
1579	15	103
1579	16	103
1579	17	103
1579	18	103
1579	19	103
1579	20	103
1579	21	103
1579	22	103
1579	23	103
1579	24	103
1579	25	103
1579	26	103
1579	27	103
1579	28	103
1579	29	103
1579	30	103
1579	31	103
1579	32	103
1580	1	115
1581	1	109
1581	2	21
1581	3	22
1581	4	23
1581	5	24
1581	6	25
1581	7	26
1581	8	27
1581	9	28
1581	10	29
1581	11	30
1581	12	33
1581	13	36
1581	14	39
1581	15	42
1581	16	45
1581	17	48
1581	18	51
1581	19	55
1581	20	59
1581	21	64
1581	22	69
1581	23	74
1581	24	79
1581	25	84
1581	26	89
1589	1	116
1589	2	42
1589	3	52
1589	4	53
1589	5	54
1589	6	58
1589	7	61
1589	8	65
1589	9	70
1589	10	75
1589	11	80
1589	12	85
1589	13	90
1593	1	108
1593	2	17
1593	3	20
1593	4	25
1593	5	30
1593	6	35
1593	7	40
1593	8	45
1593	9	50
1593	10	55
1593	11	60
1593	12	65
1593	13	70
1593	14	75
1593	15	80
1593	16	87
1600	1	103
1600	2	16
1600	3	17
1600	4	18
1600	5	19
1600	6	20
1600	7	21
1600	8	22
1600	9	23
1600	10	24
1600	11	25
1600	12	26
1600	13	27
1600	14	29
1600	15	32
1600	16	35
1600	17	38
1600	18	41
1600	19	44
1600	20	47
1600	21	50
1600	22	55
1600	23	60
1600	24	65
1600	25	70
1600	26	75
1600	27	80
1600	28	85
1613	1	112
1645	1	111
1645	2	35
1645	3	45
1645	4	60
1645	5	63
1645	6	66
1645	7	71
1645	8	76
1645	9	81
1645	10	86
1646	1	100
1646	2	100
1646	3	100
1646	4	100
1646	5	100
1646	6	100
1646	7	100
1646	8	100
1646	9	100
1646	10	100
1646	11	100
1646	12	100
1646	13	100
1646	14	100
1646	15	100
1646	16	100
1646	17	100
1646	18	100
1646	19	100
1646	20	100
1646	21	100
1646	22	100
1646	23	100
1646	24	100
1646	25	100
1646	26	100
1646	27	100
1646	28	100
1646	29	100
1646	30	100
1646	31	100
1646	32	100
1646	33	100
1647	1	36
1649	1	114
1655	1	44
1656	1	103
1663	1	113
1666	1	117
1666	2	42
1666	3	45
1666	4	49
1666	5	54
1666	6	60
1666	7	70
1666	8	80
1667	1	40
1667	2	46
1667	3	52
1667	4	58
1667	5	64
1667	6	70
1668	1	118
1668	2	56
1668	3	56
1668	4	56
1668	5	56
1940	1	42
2209	1	100
2209	2	100
2209	3	100
2209	4	100
2209	5	100
2209	6	100
2209	7	100
2209	8	100
2209	9	100
2209	10	100
2209	11	100
2209	12	100
2209	13	100
2209	14	100
2209	15	100
2209	16	100
2209	17	100
2209	18	100
2209	19	100
2209	20	100
2209	21	100
2209	22	100
2209	23	100
2209	24	100
2209	25	100
2209	26	100
2209	27	100
2209	28	100
2209	29	100
2209	30	100
2209	31	100
2210	1	110
2210	2	111
2210	3	111
2210	4	111
2210	5	111
2210	6	111
2210	7	111
2210	8	111
2210	9	111
2210	10	111
2210	11	111
2210	12	111
2210	13	111
2210	14	111
2210	15	111
2210	16	111
2210	17	111
2210	18	111
2210	19	111
2210	20	111
2210	21	111
2210	22	111
2210	23	111
2210	24	111
2210	25	111
2210	26	111
2211	1	101
2211	2	103
2211	3	103
2211	4	103
2211	5	103
2211	6	103
2211	7	103
2211	8	103
2211	9	103
2211	10	103
2211	11	103
2211	12	103
2211	13	103
2211	14	103
2211	15	103
2211	16	103
2211	17	103
2211	18	103
2211	19	103
2211	20	103
2211	21	103
2211	22	103
2211	23	103
2211	24	103
2211	25	103
2211	26	103
2211	27	103
2211	28	103
2211	29	103
2211	30	103
2211	31	103
2211	32	103
2212	1	103
2212	2	105
2212	3	105
2212	4	105
2212	5	105
2212	6	105
2212	7	105
2212	8	105
2212	9	105
2212	10	105
2212	11	105
2212	12	105
2212	13	105
2212	14	105
2212	15	105
2212	16	105
2212	17	105
2212	18	105
2212	19	105
2212	20	105
2212	21	105
2212	22	105
2212	23	105
2212	24	105
2212	25	105
2212	26	105
2212	27	105
2212	28	105
2212	29	105
2212	30	105
2212	31	105
2212	32	105
2212	33	105
2212	34	105
2213	1	106
2213	2	109
2213	3	109
2213	4	109
2213	5	109
2213	6	109
2213	7	109
2213	8	109
2213	9	109
2213	10	109
2213	11	109
2213	12	109
2213	13	109
2213	14	109
2213	15	109
2213	16	109
2213	17	109
2213	18	109
2213	19	109
2213	20	109
2213	21	109
2213	22	109
2213	23	109
2214	1	15
2215	1	40
2216	1	36
2217	1	37
2217	2	38
2217	3	46
2217	4	56
2217	5	66
2217	6	76
2218	1	28
2220	1	112
2221	1	116
2222	1	118
2223	1	107
2224	1	114
2225	1	117
2226	1	109
2227	1	66
2228	1	113
2229	1	112
2230	1	116
2231	1	110
2231	2	111
2231	3	111
2231	4	111
2231	5	111
2232	1	107
2232	2	109
2232	3	109
2232	4	109
2232	5	109
2232	6	109
2232	7	109
2232	8	109
2232	9	109
2232	10	109
2232	11	109
2232	12	109
2232	13	109
2232	14	109
2232	15	109
2232	16	109
2232	17	109
2232	18	109
2232	19	109
2232	20	109
2232	21	109
2232	22	109
2232	23	109
2232	24	109
2232	25	109
2232	26	109
2232	27	109
2232	28	109
2232	29	109
2232	30	109
2232	31	109
2233	1	109
2233	2	111
2233	3	111
2233	4	111
2233	5	111
2233	6	111
2233	7	111
2233	8	111
2233	9	111
2233	10	111
2233	11	111
2233	12	111
2233	13	111
2233	14	111
2233	15	111
2233	16	111
2233	17	111
2233	18	111
2233	19	111
2233	20	111
2233	21	111
2233	22	111
2233	23	111
2233	24	111
2233	25	111
2233	26	111
2233	27	111
2233	28	111
2233	29	111
2233	30	111
2233	31	111
2233	32	111
2234	1	42
2235	1	113
2563	1	66
2572	1	103
2572	2	105
2572	3	105
2572	4	105
2572	5	105
2572	6	105
2572	7	105
2572	8	105
2572	9	105
2572	10	105
2572	1	105
2572	2	105
2572	3	105
2572	4	105
2572	5	105
2572	6	105
2572	7	105
2572	8	105
2572	9	105
2572	10	105
2581	1	58
2589	1	62
2603	1	117
2636	1	110
2636	2	110
2636	3	110
2636	4	110
2636	5	110
2636	6	110
2636	7	110
2636	8	110
2636	9	110
2636	10	110
2636	11	110
2636	12	110
2636	13	110
2636	14	110
2636	15	110
2636	16	110
2636	17	110
2636	18	110
2636	19	110
2636	20	110
2636	21	110
2636	22	110
2636	23	110
2636	24	110
2636	25	110
2636	26	110
2636	27	110
2636	28	110
2636	29	110
2645	1	117
2654	1	117
2663	1	117
2674	1	112
2674	2	112
2674	3	112
2674	4	112
2674	5	112
2674	6	112
2674	7	112
2674	8	112
2674	9	112
2674	10	112
2674	11	112
2674	12	112
2674	13	112
2674	14	112
2674	15	112
2674	16	112
2681	1	114
2690	1	117
2699	1	115
2699	2	115
2699	3	115
2699	4	115
2699	5	115
2699	6	115
2699	7	115
2699	8	115
2699	9	115
2699	10	115
2699	11	115
2699	12	115
2699	13	115
2699	14	115
2699	15	115
2699	16	115
2707	1	100
2707	2	100
2707	3	100
2707	4	100
2707	5	100
2707	6	100
2707	7	100
2707	8	100
2707	9	100
2707	10	100
2707	11	100
2707	12	100
2707	13	100
2707	14	100
2707	15	100
2707	16	100
2707	17	100
2707	18	100
2707	19	100
2707	20	100
2707	21	100
2707	22	100
2707	23	100
2707	24	100
2707	25	100
2707	26	100
2707	27	100
2707	28	100
2716	1	106
2716	2	106
2716	3	106
2716	4	106
2716	5	106
2716	6	106
2716	7	106
2716	8	106
2716	9	106
2716	10	106
2716	11	106
2716	12	106
2716	13	106
2716	14	106
2716	15	106
2716	16	106
2716	17	106
2716	18	106
2750	1	66
2957	1	111
2957	2	113
2957	3	113
2957	4	113
2957	5	113
2957	6	113
2957	7	113
2957	8	113
2957	9	113
2957	10	113
2957	11	113
2957	12	113
2957	13	113
2957	14	113
2957	15	113
2957	16	113
2957	17	113
2957	18	113
2957	19	113
2957	20	113
2957	21	113
2957	22	113
2957	23	113
2957	24	113
2957	25	113
2957	26	113
2957	27	113
2957	28	113
2957	29	113
2957	30	113
2957	31	113
2957	32	113
2957	33	113
2957	34	113
2965	1	119
3003	1	114
3087	1	28
3087	2	29
3087	3	30
3087	4	31
3087	5	34
3087	6	37
3087	7	41
3087	8	45
3087	9	49
3087	10	53
3087	11	57
3087	12	61
3087	13	65
3087	14	69
3087	15	73
3087	16	77
3087	17	81
3087	18	85
3087	19	89
3089	1	110
3090	1	115
3091	1	111
3093	1	101
3093	2	101
3093	3	101
3093	4	101
3093	5	101
3093	6	101
3093	7	101
3093	8	101
3093	9	101
3093	10	101
3093	11	101
3093	12	101
3093	13	101
3093	14	101
3093	15	101
3093	16	101
3093	17	101
3093	18	101
3093	19	101
3093	20	101
3093	21	101
3093	22	101
3093	23	101
3093	24	101
3093	25	101
3093	26	101
3093	27	101
3093	28	101
3094	1	114
3095	1	100
3095	2	100
3095	3	100
3095	4	100
3095	5	100
3095	6	100
3095	7	100
3095	8	100
3095	9	100
3095	10	100
3095	11	100
3095	12	100
3095	13	100
3095	14	100
3095	15	100
3095	16	100
3095	17	100
3095	18	100
3095	19	100
3095	20	100
3095	21	100
3095	22	100
3095	23	100
3095	24	100
3095	25	100
3095	26	100
3095	27	100
3095	28	100
3096	1	103
3096	2	103
3096	3	103
3096	4	103
3096	5	103
3096	6	103
3096	7	103
3096	8	103
3096	9	103
3096	10	103
3096	11	103
3096	12	103
3096	13	103
3096	14	103
3096	15	103
3096	16	103
3096	17	103
3096	18	103
3096	19	103
3096	20	103
3096	21	103
3096	22	103
3096	23	103
3096	24	103
3096	25	103
3096	26	103
3096	27	103
3096	28	103
3097	1	106
3097	2	106
3097	3	106
3097	4	106
3097	5	106
3097	6	106
3097	7	106
3097	8	106
3097	9	106
3097	10	106
3097	11	106
3097	12	106
3097	13	106
3097	14	106
3097	15	106
3097	16	106
3097	17	106
3097	18	106
3097	19	106
3097	20	106
3097	21	106
3097	22	106
3097	23	106
3097	24	106
3097	25	106
3097	26	106
3097	27	106
3098	1	109
3098	2	109
3098	3	109
3098	4	109
3098	5	109
3098	6	109
3098	7	109
3098	8	109
3098	9	109
3098	10	109
3098	11	109
3098	12	109
3098	13	109
3098	14	109
3098	15	109
3101	1	108
3101	2	108
3101	3	108
3101	4	108
3101	5	108
3101	6	108
3101	7	108
3101	8	108
3101	9	108
3101	10	108
3101	11	108
3101	12	108
3101	13	108
3101	14	108
3101	15	108
3101	16	108
3101	17	108
3101	18	108
3101	19	108
3101	20	108
3101	21	108
3101	22	108
3101	23	108
3101	24	108
3101	25	108
3101	26	108
3101	27	108
3101	28	108
3103	1	116
3105	1	107
3105	2	107
3105	3	107
3105	4	107
3105	5	107
3105	6	107
3105	7	107
3105	8	107
3105	9	107
3105	10	107
3105	11	107
3105	12	107
3105	13	107
3105	14	107
3105	15	107
3105	16	107
3105	17	107
3105	18	107
3105	19	107
3105	20	107
3105	21	107
3105	22	107
3105	23	107
3105	24	107
3105	25	107
3105	26	107
3105	27	107
3106	1	108
3106	2	108
3106	3	108
3106	4	108
