ForceID	KungFuID	PointID	CostTrain	PointRequireLevel	SkillID1	SkillLevel1	RequireLevel1	RequireQuestID1	SkillID2	SkillLevel2	RequireLevel2	RequireQuestID2	SkillID3	SkillLevel3	RequireLevel3	RequireQuestID3	SkillID4	SkillLevel4	RequireLevel4	RequireQuestID4	SkillID5	SkillLevel5	RequireLevel5	RequireQuestID5
1	1	94	0	98	6789	1	98	0	5901	1	98	0	5940	1	98	0	259	1	98	0	24891	1	106	0
1	1	95	0	99	14793	1	99	0	23972	1	99	0	14794	1	99	0	14795	1	99	0	25353	1	108	0
1	1	96	0	100	14757	1	100	0	14796	1	100	0	14761	1	100	0	15195	1	100	0	24819	1	110	0
8	11	97	0	11	5953	1	11	0	5951	1	19	0	1665	1	23	0								
8	11	98	0	17	6533	1	17	0	5954	1	21	0	26672	1	29	0								
8	11	99	0	25	5955	1	25	0	36274	1	27	0	5952	1	31	0	1647	1	37	0				
8	11	100	0	33	18682	1	33	0	25015	1	35	0	6537	1	39	0	18309	1	45	0				
8	11	101	0	41	5959	1	41	0	28578	1	43	0	6541	1	47	0	5964	1	53	0				
8	11	102	0	96	21737	1	96	0	18326	1	96	0	5957	1	96	0	6544	1	96	0				
8	11	103	0	96	6545	1	96	0	23922	1	96	0	5956	1	96	0	14604	1	96	0				
8	11	104	0	97	5960	1	97	0	29090	1	97	0	30772	1	97	0	30298	1	97	0	25014	1	102	0
8	11	105	0	97	30862	1	97	0	6542	1	97	0	6534	1	97	0	1610	1	97	0	32915	1	104	0
8	11	106	0	98	6548	1	98	0	6549	1	98	0	14607	1	98	0	18683	1	98	0	25017	1	106	0
8	11	107	0	99	14605	1	99	0	5963	1	99	0	32757	1	99	0	29093	1	99	0	1655	1	108	0
8	11	108	0	100	32673	1	100	0	30777	1	100	0	14601	1	100	0	14910	1	100	0	25070	1	110	0
10	17	109	0	11	5969	1	11	0	5972	1	19	0	5974	1	23	0								
10	17	110	0	17	5971	1	17	0	5970	1	21	0	18279	1	29	0								
10	17	111	0	25	32640	1	25	0	5978	1	27	0	22888	1	31	0	3961	1	37	0				
10	17	112	0	33	6717	1	33	0	30776	1	35	0	5967	1	39	0	26710	1	45	0				
10	17	113	0	41	34383	1	41	0	5989	1	43	0	21174	1	47	0	32622	1	53	0				
10	17	114	0	96	5968	1	96	0	6718	1	96	0	34395	1	96	0	18282	1	96	0				
10	17	115	0	96	34372	1	96	0	6720	1	96	0	34511	1	96	0	6727	1	96	0				
10	17	116	0	97	17567	1	97	0	18626	1	97	0	30928	1	97	0	5985	1	97	0	25160	1	102	0
10	17	117	0	97	5979	1	97	0	6893	1	97	0	25166	1	97	0	3978	1	97	0	25163	1	104	0
10	17	118	0	98	18634	1	98	0	34378	1	98	0	6724	1	98	0	3971	1	98	0	32661	1	106	0
10	17	119	0	99	34347	1	99	0	32663	1	99	0	14695	1	99	0	22743	1	99	0	36093	1	108	0
10	17	120	0	100	34370	1	100	0	14698	1	100	0	28593	1	100	0	18629	1	100	0	25171	1	110	0
10	18	121	0	11	6740	1	11	0	6741	1	19	0	5974	1	23	0								
10	18	122	0	17	5971	1	17	0	6743	1	21	0	18279	1	29	0								
10	18	123	0	25	6745	1	25	0	6748	1	27	0	5976	1	31	0	3961	1	37	0				
10	18	124	0	33	6749	1	33	0	6751	1	35	0	6753	1	39	0	6000	1	45	0				
10	18	125	0	41	18818	1	41	0	6898	1	43	0	5990	1	47	0	18296	1	53	0				
10	18	126	0	96	14698	1	96	0	6718	1	96	0	6719	1	96	0	3971	1	96	0				
10	18	127	0	96	6760	1	96	0	26717	1	96	0	6763	1	96	0	18634	1	96	0				
10	18	128	0	97	14677	1	97	0	6764	1	97	0	6895	1	97	0	18298	1	97	0	25160	1	102	0
10	18	129	0	97	6766	1	97	0	21835	1	97	0	6897	1	97	0	3984	1	97	0	25178	1	104	0
10	18	130	0	98	6770	1	98	0	6771	1	98	0	5977	1	98	0	6896	1	98	0	25166	1	106	0
10	18	131	0	99	6722	1	99	0	14676	1	99	0	14675	1	99	0	14674	1	99	0	25355	1	108	0
10	18	132	0	100	14680	1	100	0	14678	1	100	0	14679	1	100	0	14922	1	100	0	25175	1	110	0
6	13	133	0	11	6618	1	11	0	6877	1	19	0	6620	1	23	0								
6	13	134	0	17	6658	1	17	0	6622	1	21	0	6649	1	29	0								
6	13	135	0	25	6628	1	25	0	6629	1	27	0	6881	1	31	0	30572	1	37	0				
6	13	136	0	33	6627	1	33	0	21819	1	35	0	6879	1	39	0	18311	1	45	0				
6	13	137	0	41	6625	1	41	0	34388	1	43	0	6880	1	47	0	18312	1	53	0				
6	13	138	0	96	6632	1	96	0	6636	1	96	0	34640	1	96	0	14864	1	96	0				
6	13	139	0	96	30088	1	96	0	6644	1	96	0	18319	1	96	0	2218	1	96	0				
6	13	140	0	97	18320	1	97	0	19306	1	97	0	6878	1	97	0	18330	1	97	0	25040	1	102	0
6	13	141	0	97	32741	1	97	0	25018	1	97	0	18689	1	97	0	36451	1	97	0	25027	1	104	0
6	13	142	0	98	29545	1	98	0	6652	1	98	0	6619	1	98	0	2227	1	98	0	30540	1	106	0
6	13	143	0	99	25038	1	99	0	18325	1	99	0	14861	1	99	0	32788	1	99	0	18797	1	108	0
6	13	144	0	100	32753	1	100	0	21302	1	100	0	34654	1	100	0	15121	1	100	0	25043	1	110	0
6	14	145	0	11	6661	1	11	0	18800	1	19	0	6663	1	23	0								
6	14	146	0	17	6658	1	17	0	6659	1	21	0	24004	1	29	0								
6	14	147	0	25	6666	1	25	0	6668	1	27	0	34655	1	31	0	6674	1	37	0				
6	14	148	0	33	6885	1	33	0	6669	1	35	0	6879	1	39	0	33576	1	45	0				
6	14	149	0	41	6886	1	41	0	6883	1	43	0	36169	1	47	0	18312	1	53	0				
6	14	150	0	96	6670	1	96	0	30527	1	96	0	6637	1	96	0	6892	1	96	0				
6	14	151	0	96	6644	1	96	0	6673	1	96	0	18319	1	96	0	6043	1	96	0				
6	14	152	0	97	28560	1	97	0	6884	1	97	0	28642	1	97	0	21746	1	97	0	18688	1	102	0
6	14	153	0	97	6660	1	97	0	36046	1	97	0	18691	1	97	0	2234	1	97	0	25047	1	104	0
6	14	154	0	98	25046	1	98	0	6652	1	98	0	18883	1	98	0	25054	1	98	0	36014	1	106	0
6	14	155	0	99	14866	1	99	0	14867	1	99	0	14861	1	99	0	32746	1	99	0	32744	1	108	0
6	14	156	0	100	32824	1	100	0	14869	1	100	0	34651	1	100	0	15132	1	100	0	25058	1	110	0
5	10	157	0	11	5848	1	11	0	5849	1	19	0	6569	1	23	0								
5	10	158	0	17	18202	1	17	0	5868	1	21	0	5869	1	29	0								
5	10	159	0	25	5854	1	25	0	5852	1	27	0	5882	1	31	0	563	1	37	0				
5	10	160	0	33	5855	1	33	0	25006	1	35	0	5861	1	39	0	547	1	45	0				
5	10	161	0	41	5864	1	41	0	15745	1	43	0	21936	1	47	0	18621	1	53	0				
5	10	162	0	96	6556	1	96	0	6557	1	96	0	18620	1	96	0	23935	1	96	0				
5	10	163	0	96	35980	1	96	0	6558	1	96	0	34604	1	96	0	18467	1	96	0				
5	10	164	0	97	6561	1	97	0	36013	1	97	0	5866	1	97	0	13678	1	97	0	22732	1	102	0
5	10	165	0	97	6566	1	97	0	6567	1	97	0	24995	1	97	0	30537	1	97	0	24981	1	104	0
5	10	166	0	98	6779	1	98	0	6572	1	98	0	18468	1	98	0	14727	1	98	0	24996	1	106	0
5	10	167	0	99	6907	1	99	0	14934	1	99	0	18619	1	99	0	23457	1	99	0	25000	1	108	0
5	10	168	0	100	14705	1	100	0	34603	1	100	0	14715	1	100	0	21166	1	100	0	32636	1	110	0
5	9	169	0	11	5873	1	11	0	5879	1	19	0	5872	1	23	0								
5	9	170	0	17	5876	1	17	0	28998	1	21	0	21722	1	29	0								
5	9	171	0	25	5884	1	25	0	5875	1	27	0	5882	1	31	0	18210	1	37	0				
5	9	172	0	33	5881	1	33	0	18205	1	35	0	6571	1	39	0	30558	1	45	0				
5	9	173	0	41	5886	1	41	0	32718	1	43	0	5862	1	47	0	30559	1	53	0				
5	9	174	0	96	5887	1	96	0	5888	1	96	0	18475	1	96	0	5891	1	96	0				
5	9	175	0	96	5880	1	96	0	5877	1	96	0	6562	1	96	0	18204	1	96	0				
5	9	176	0	97	18206	1	97	0	5889	1	97	0	23932	1	97	0	30986	1	97	0	566	1	102	0
5	9	177	0	97	24985	1	97	0	6567	1	97	0	5874	1	97	0	24980	1	97	0	30316	1	104	0
5	9	178	0	98	18221	1	98	0	6572	1	98	0	6575	1	98	0	24990	1	98	0	32781	1	106	0
5	9	179	0	99	6907	1	99	0	21269	1	99	0	30780	1	99	0	23458	1	99	0	24988	1	108	0
5	9	180	0	100	30850	1	100	0	14939	1	100	0	14730	1	100	0	36142	1	100	0	567	1	110	0
7	16	181	0	11	6490	1	11	0	6491	1	19	0	28371	1	23	0								
7	16	182	0	17	6493	1	17	0	6443	1	21	0	18237	1	29	0								
7	16	183	0	25	6495	1	25	0	6498	1	27	0	18241	1	31	0	3115	1	37	0				
7	16	184	0	33	30921	1	33	0	6506	1	35	0	6507	1	39	0	3092	1	45	0				
7	16	185	0	41	6441	1	41	0	6504	1	43	0	34935	1	47	0	5719	1	53	0				
7	16	186	0	96	6778	1	96	0	6451	1	96	0	27267	1	96	0	20544	1	96	0				
7	16	187	0	96	6510	1	96	0	30721	1	96	0	6455	1	96	0	18249	1	96	0				
7	16	188	0	97	14857	1	97	0	24037	1	97	0	21961	1	97	0	33134	1	97	0	29150	1	102	0
7	16	189	0	97	30722	1	97	0	6461	1	97	0	6464	1	97	0	23642	1	97	0	6508	1	104	0
7	16	190	0	98	5715	1	98	0	5709	1	98	0	34679	1	98	0	17572	1	98	0	36279	1	106	0
7	16	191	0	99	14856	1	99	0	18664	1	99	0	14852	1	99	0	30724	1	99	0	33577	1	108	0
7	16	192	0	100	30723	1	100	0	32742	1	100	0	28456	1	100	0	18675	1	100	0	25151	1	110	0
7	15	193	0	11	6437	1	11	0	33118	1	19	0	28363	1	23	0								
7	15	194	0	17	6438	1	17	0	6473	1	21	0	21732	1	29	0								
7	15	195	0	25	5721	1	25	0	32686	1	27	0	28366	1	31	0	3115	1	37	0				
7	15	196	0	33	21724	1	33	0	6775	1	35	0	18248	1	39	0	3092	1	45	0				
7	15	197	0	41	6887	1	41	0	14853	1	43	0	6449	1	47	0	25119	1	53	0				
7	15	198	0	96	6874	1	96	0	6451	1	96	0	14811	1	96	0	34735	1	96	0				
7	15	199	0	96	14851	1	96	0	5719	1	96	0	36130	1	96	0	28904	1	96	0				
7	15	200	0	97	6454	1	97	0	6891	1	97	0	28903	1	97	0	18241	1	97	0	25116	1	102	0
7	15	201	0	97	6439	1	97	0	6461	1	97	0	6464	1	97	0	23642	1	97	0	25118	1	104	0
7	15	202	0	98	5715	1	98	0	5709	1	98	0	28599	1	98	0	17572	1	98	0	28905	1	106	0
7	15	203	0	99	14850	1	99	0	18664	1	99	0	14852	1	99	0	6452	1	99	0	25125	1	108	0
7	15	204	0	100	5722	1	100	0	30588	1	100	0	34644	1	100	0	18672	1	100	0	25132	1	110	0
9	19	205	0	11	6809	1	11	0	6812	1	19	0	6811	1	23	0								
9	19	206	0	17	26702	1	17	0	6813	1	21	0	6836	1	29	0								
9	19	207	0	25	21284	1	25	0	6833	1	27	0	6845	1	31	0	6337	1	37	0				
9	19	208	0	33	26701	1	33	0	6820	1	35	0	6821	1	39	0	5272	1	45	0				
9	19	209	0	41	6823	1	41	0	32725	1	43	0	6834	1	47	0	25194	1	53	0				
9	19	210	0	96	14628	1	96	0	6828	1	96	0	6839	1	96	0	6832	1	96	0				
9	19	211	0	96	6840	1	96	0	25182	1	96	0	28818	1	96	0	6830	1	96	0				
9	19	212	0	97	6818	1	97	0	6824	1	97	0	14633	1	97	0	30774	1	97	0	25184	1	102	0
9	19	213	0	97	6826	1	97	0	6822	1	97	0	32731	1	97	0	15212	1	97	0	28917	1	104	0
9	19	214	0	98	6843	1	98	0	6842	1	98	0	6814	1	98	0	15211	1	98	0	32740	1	106	0
9	19	215	0	99	14625	1	99	0	6838	1	99	0	25186	1	99	0	14626	1	99	0	6810	1	108	0
9	19	216	0	100	25197	1	100	0	28989	1	100	0	22032	1	100	0	14927	1	100	0	30835	1	110	0
21	20	217	0	11	13338	1	11	0	13320	1	19	0	13318	1	23	0								
21	20	218	0	17	13089	1	17	0	34602	1	21	0	13356	1	29	0								
21	20	219	0	25	13122	1	25	0	20509	1	27	0	23929	1	31	0	13136	1	37	0				
21	20	220	0	33	13120	1	33	0	13360	1	35	0	13138	1	39	0	13321	1	45	0				
21	20	221	0	41	13421	1	41	0	13422	1	43	0	13361	1	47	0	13113	1	53	0				
21	20	222	0	96	13132	1	96	0	13133	1	96	0	13368	1	96	0	13124	1	96	0				
21	20	223	0	96	13397	1	96	0	13363	1	96	0	13364	1	96	0	14838	1	96	0				
21	20	224	0	97	13098	1	97	0	13071	1	97	0	18723	1	97	0	13126	1	97	0	25216	1	102	0
21	20	225	0	97	13366	1	97	0	13073	1	97	0	13367	1	97	0	13418	1	97	0	13304	1	104	0
21	20	226	0	98	25715	1	98	0	13171	1	98	0	13420	1	98	0	13134	1	98	0	25219	1	106	0
21	20	227	0	99	26729	1	99	0	26897	1	99	0	14840	1	99	0	14841	1	99	0	25356	1	108	0
21	20	228	0	100	21749	1	100	0	14848	1	100	0	14849	1	100	0	15072	1	100	0	25213	1	110	0
21	21	229	0	11	13317	1	11	0	13374	1	19	0	34540	1	23	0								
21	21	230	0	17	13089	1	17	0	18354	1	21	0	13090	1	29	0								
21	21	231	0	25	13087	1	25	0	28514	1	27	0	13088	1	31	0	13372	1	37	0				
21	21	232	0	33	24098	1	33	0	21281	1	35	0	18978	1	39	0	13109	1	45	0				
21	21	233	0	41	22897	1	41	0	13414	1	43	0	13086	1	47	0	13111	1	53	0				
21	21	234	0	96	13132	1	96	0	13321	1	96	0	32618	1	96	0	13397	1	96	0				
21	21	235	0	96	34912	1	96	0	13152	1	96	0	13153	1	96	0	13278	1	96	0				
21	21	236	0	97	21282	1	97	0	28490	1	97	0	14840	1	97	0	13126	1	97	0	25203	1	102	0
21	21	237	0	97	13366	1	97	0	13073	1	97	0	13172	1	97	0	14839	1	97	0	36058	1	104	0
21	21	238	0	98	13304	1	98	0	13395	1	98	0	20984	1	98	0	13386	1	98	0	36205	1	106	0
21	21	239	0	99	14838	1	99	0	13418	1	99	0	18723	1	99	0	14841	1	99	0	25212	1	108	0
21	21	240	0	100	30769	1	100	0	29066	1	100	0	32619	1	100	0	15196	1	100	0	25213	1	110	0
22	22	241	0	11	18374	1	11	0	14236	1	19	0	14246	1	23	0								
22	22	242	0	17	35981	1	17	0	14321	1	21	0	14441	1	29	0								
22	22	243	0	25	34341	1	25	0	18704	1	27	0	24250	1	31	0	32485	1	37	0				
22	22	244	0	33	30562	1	33	0	18727	1	35	0	14285	1	39	0	14095	1	45	0				
22	22	245	0	41	14336	1	41	0	33221	1	43	0	14870	1	47	0	14871	1	53	0				
22	22	246	0	96	14282	1	96	0	14146	1	96	0	14152	1	96	0	14151	1	96	0				
22	22	247	0	96	30984	1	96	0	14313	1	96	0	14143	1	96	0	18711	1	96	0				
22	22	248	0	97	32487	1	97	0	14872	1	97	0	14873	1	97	0	14874	1	97	0	25220	1	102	0
22	22	249	0	97	35982	1	97	0	14163	1	97	0	31157	1	97	0	34343	1	97	0	30589	1	104	0
22	22	250	0	98	32486	1	98	0	14557	1	98	0	14167	1	98	0	18712	1	98	0	25224	1	106	0
22	22	251	0	99	14350	1	99	0	14466	1	99	0	14155	1	99	0	18705	1	99	0	30561	1	108	0
22	22	252	0	100	30564	1	100	0	34344	1	100	0	14468	1	100	0	15068	1	100	0	29071	1	110	0
22	23	253	0	11	18382	1	11	0	14238	1	19	0	14464	1	23	0								
22	23	254	0	17	28248	1	17	0	14373	1	21	0	26728	1	29	0								
22	23	255	0	25	30531	1	25	0	17521	1	27	0	34502	1	31	0	14256	1	37	0				
22	23	256	0	33	24020	1	33	0	14439	1	35	0	29003	1	39	0	14169	1	45	0				
22	23	257	0	41	14405	1	41	0	14164	1	43	0	14248	1	47	0	14253	1	53	0				
22	23	258	0	96	32683	1	96	0	14361	1	96	0	36012	1	96	0	14249	1	96	0				
22	23	259	0	96	32404	1	96	0	14313	1	96	0	18819	1	96	0	23678	1	96	0				
22	23	260	0	97	19308	1	97	0	22029	1	97	0	22797	1	97	0	14874	1	97	0	26772	1	102	0
22	23	261	0	97	36420	1	97	0	14163	1	97	0	14286	1	97	0	14470	1	97	0	25234	1	104	0
22	23	262	0	98	29069	1	98	0	14557	1	98	0	14167	1	98	0	14251	1	98	0	25235	1	106	0
22	23	263	0	99	14242	1	99	0	33117	1	99	0	34352	1	99	0	22808	1	99	0	32674	1	108	0
22	23	264	0	100	28131	1	100	0	22030	1	100	0	14442	1	100	0	15068	1	100	0	25229	1	110	0
23	24	265	0	11	16692	1	11	0	16691	1	19	0	17045	1	23	0								
23	24	266	0	17	16847	1	17	0	16777	1	21	0	16816	1	29	0								
23	24	267	0	25	26904	1	25	0	17042	1	27	0	21264	1	31	0	17054	1	37	0				
23	24	268	0	33	16779	1	33	0	16799	1	35	0	30526	1	39	0	16705	1	45	0				
23	24	269	0	41	25633	1	41	0	16722	1	43	0	16724	1	47	0	16726	1	53	0				
23	24	270	0	96	32857	1	96	0	16781	1	96	0	16748	1	96	0	16846	1	96	0				
23	24	271	0	96	16733	1	96	0	18625	1	96	0	17047	1	96	0	21753	1	96	0				
23	24	272	0	97	16728	1	97	0	16730	1	97	0	30920	1	97	0	34677	1	97	0	25258	1	102	0
23	24	273	0	97	16737	1	97	0	25259	1	97	0	16958	1	97	0	16739	1	97	0	25256	1	104	0
23	24	274	0	98	17056	1	98	0	16765	1	98	0	16957	1	98	0	16734	1	98	0	33123	1	106	0
23	24	275	0	99	16977	1	99	0	16911	1	99	0	16893	1	99	0	25254	1	99	0	26735	1	108	0
23	24	276	0	100	16912	1	100	0	28680	1	100	0	21858	1	100	0	25639	1	100	0	25095	1	110	0
24	25	277	0	11	20324	1	11	0	20333	1	19	0	20334	1	23	0								
24	25	278	0	17	20716	1	17	0	20335	1	21	0	30504	1	29	0								
24	25	279	0	25	20746	1	25	0	20718	1	27	0	28987	1	31	0	25267	1	37	0				
24	25	280	0	33	20348	1	33	0	20720	1	35	0	20721	1	39	0	20694	1	45	0				
