enchant_id	desc
10144	<text>text="“铁骨衣”心法下，“撼地”施展后附带群嘲效果，跳跃至目标点后将周围10尺内的最多5个目标强行拉至自己身旁。" font=12 </text>
10145	<text>text="“铁骨衣”心法下，盾墙期间自身15尺范围内最多10个团队成员减伤30%。" font=12 </text>
10146	<text>text="“分山劲”心法下，“血怒”附带血影效果，施展苍雪刀、云城盾套路下的招式将对目标进行血影重击。" font=12 </text>
10147	<text>text="“分山劲”心法下，“血刀”命中有自身流血效果的目标，触发血崩效果，对半径3尺范围内的最多5个目标造成范围伤害。" font=12 </text>
10226	<text>text="“莫问”心法下，笑傲光阴音域减伤效果可以作用于所有团队成员，团队成员最多每1分钟获取一次该效果。" font=12 </text>
10227	<text>text="“莫问”心法下，孤影化双施展后可记录小队成员技能调息时间和气血百分比，该效果最多每2分钟触发一次。" font=12 </text>
10228	<text>text="“相知”心法下，疏影横斜影子可对目标及其半径15尺内小队成员造成治疗效果。" font=12 </text>
10229	<text>text="“相知”心法下，杯水留影可额外复活目标半径10尺内2个团队目标，并使被复活目标伤害和疗伤成效提高20%。" font=12 </text>
10314	<text>text="“北傲诀”心法下，“闹须弥”持续时间延长100%，伤害招式会心则使闹须弥下一跳持续伤害立刻生效。" font=12 </text>
10315	<text>text="“北傲诀”心法下，“西楚悲歌”期间，施展秀明尘身体态伤害技能会消耗自身5%气血最大值但伤害提高20%。" font=12 </text>
10632	<text>text="受到伤害有15%几率回复自身2500点气血值，该效果最多5秒触发一次。不在名剑大会中生效。" font=12 </text>
10633	<text>text="自身若持续站立2秒，提高104点内防等级和外防等级，移动则此效果立即消失。不在名剑大会中生效。" font=12 </text>
10634	<text>text="释放招式有10%几率对4尺范围的目标造成一次伤害并附带大量威胁值。不在名剑大会中生效。" font=12 </text>
10635	<text>text="受到伤害导致气血值低于50%时，自身获得一个可化解23000伤害的护盾。不在名剑大会中生效。" font=12 </text>
10636	<text>text="释放招式有几率使自身10尺范围内的5个队友提高125点外功和150点内功攻击力。不在名剑大会中生效。" font=12 </text>
10637	<text>text="若战斗中自身气血值高于75%，则每10秒额外对自身6尺范围的5个目标造成一次治疗效果。不在名剑大会中生效。" font=12 </text>
10638	<text>text="自身若持续站立2秒，提高100点治疗成效，移动则此效果立即消失。不在名剑大会中生效。" font=12 </text>
10639	<text>text="释放治疗招式有20%几率使目标受到的伤害降低20%，持续3秒。该效果最多20秒触发一次。不在名剑大会中生效。" font=12 </text>
10640	<text>text="受到伤害使自身气血值低于30%时，自身会心率大幅提高。该效果最多120秒触发一次。不在名剑大会中生效。" font=12 </text>
10641	<text>text="仅在非战斗状态下可用于救治重伤目标的技能吟唱时间减少80%。不在名剑大会中生效。" font=12 </text>
10642	<text>text="释放招式命中目标有20%几率使自身短时间内伤害获得不稳定的增幅(最终伤害有30%几率提高1%，有70%几率提高5%)，该效果每30秒最多触发一次，并持续8秒。不在名剑大会中生效。" font=12 </text>
10643	<text>text="自身若持续站立2秒，下一次伤害招式将额外对4尺范围内的目标造成少量伤害效果，该效果每20秒最多触发一次，不在名剑大会中生效。" font=12 </text>
10644	<text>text="释放招式有10%几率对目标额外造成一次少量伤害效果，该效果每10秒最多触发一次。不在名剑大会中生效。" font=12 </text>
10645	<text>text="自身受到的疗伤成效降低10%，基础攻击小幅提高（内功提高148点，外功提高125点），不在名剑大会中生效。" font=12 </text>
10646	<text>text="若自身当前气血值大于自身最大气血值的75%，则破防等级提高207点。不在名剑大会中生效。" font=12 </text>
10647	<text>text="受到伤害有15%几率回复自身2500点气血值，该效果最多5秒触发一次。不在名剑大会中生效。" font=12 </text>
10648	<text>text="自身若持续站立2秒，提高104点内防等级和外防等级，移动则此效果立即消失。不在名剑大会中生效。" font=12 </text>
10649	<text>text="释放招式有10%几率对4尺范围的目标造成一次伤害并附带大量威胁值。不在名剑大会中生效。" font=12 </text>
10650	<text>text="受到伤害导致气血值低于50%时，自身获得一个可化解23000伤害的护盾。不在名剑大会中生效。" font=12 </text>
10651	<text>text="释放招式有几率使自身10尺范围内的5个队友提高125点外功和150点内功攻击力。不在名剑大会中生效。" font=12 </text>
10652	<text>text="若战斗中自身气血值高于75%，则每10秒额外对自身6尺范围的5个目标造成一次治疗效果。不在名剑大会中生效。" font=12 </text>
10653	<text>text="自身若持续站立2秒，提高100点治疗成效，移动则此效果立即消失。不在名剑大会中生效。" font=12 </text>
10654	<text>text="释放治疗招式有20%几率使目标受到的伤害降低20%，持续3秒。该效果最多20秒触发一次。不在名剑大会中生效。" font=12 </text>
10655	<text>text="受到伤害使自身气血值低于30%时，自身会心率大幅提高。该效果最多120秒触发一次。不在名剑大会中生效。" font=12 </text>
10656	<text>text="仅在非战斗状态下可用于救治重伤目标的技能吟唱时间减少80%。不在名剑大会中生效。" font=12 </text>
10657	<text>text="释放招式命中目标有20%几率使自身短时间内伤害获得不稳定的增幅(最终伤害有30%几率提高1%，有70%几率提高5%)，该效果每30秒最多触发一次，并持续8秒。不在名剑大会中生效。" font=12 </text>
10658	<text>text="自身若持续站立2秒，下一次伤害招式将额外对4尺范围内的目标造成少量伤害效果，该效果每20秒最多触发一次，不在名剑大会中生效。" font=12 </text>
10659	<text>text="释放招式有10%几率对目标额外造成一次少量伤害效果，该效果每10秒最多触发一次。不在名剑大会中生效。" font=12 </text>
10660	<text>text="自身受到的疗伤成效降低10%，基础攻击小幅提高（内功提高148点，外功提高125点），不在名剑大会中生效。" font=12 </text>
10661	<text>text="若自身当前气血值大于自身最大气血值的75%，则破防等级提高207点。不在名剑大会中生效。" font=12 </text>
10791	<text>text="受到伤害有15%几率回复自身2808点气血值，该效果最多5秒触发一次。不在名剑大会中生效。" font=12 </text>
10792	<text>text="自身若持续站立2秒，提高118点内防等级和外防等级，移动则此效果立即消失。不在名剑大会中生效。" font=12 </text>
10793	<text>text="释放招式有10%几率对4尺范围的目标造成一次伤害并附带大量威胁值。不在名剑大会中生效。" font=12 </text>
10794	<text>text="受到伤害导致气血值低于50%时，自身获得一个可化解26000伤害的护盾。不在名剑大会中生效。" font=12 </text>
10795	<text>text="释放招式有几率使自身10尺范围内的5个队友提高141点外功和168点内功攻击力。不在名剑大会中生效。" font=12 </text>
10796	<text>text="若战斗中自身气血值高于75%，则每10秒额外对自身6尺范围的5个目标造成一次治疗效果。不在名剑大会中生效。" font=12 </text>
10797	<text>text="自身若持续站立2秒，提高114点治疗成效，移动则此效果立即消失。不在名剑大会中生效。" font=12 </text>
10798	<text>text="释放治疗招式有20%几率使目标受到的伤害降低20%，持续3秒。该效果最多20秒触发一次。不在名剑大会中生效。" font=12 </text>
10799	<text>text="受到伤害使自身气血值低于30%时，自身会心率大幅提高。该效果最多120秒触发一次。不在名剑大会中生效。" font=12 </text>
10800	<text>text="仅在非战斗状态下可用于救治重伤目标的技能吟唱时间减少80%。不在名剑大会中生效。" font=12 </text>
10801	<text>text="释放招式命中目标有20%几率使自身短时间内伤害获得不稳定的增幅(最终伤害有30%几率提高1%，有70%几率提高5%)，该效果每30秒最多触发一次，并持续8秒。不在名剑大会中生效。" font=12 </text>
10802	<text>text="自身若持续站立2秒，下一次伤害招式将额外对4尺范围内的目标造成少量伤害效果，该效果每20秒最多触发一次，不在名剑大会中生效。" font=12 </text>
10803	<text>text="释放招式有10%几率对目标额外造成一次少量伤害效果，该效果每10秒最多触发一次。不在名剑大会中生效。" font=12 </text>
10804	<text>text="自身受到的疗伤成效降低10%，基础攻击小幅提高（内功提高168点，外功提高142点），不在名剑大会中生效。" font=12 </text>
10805	<text>text="若自身当前气血值大于自身最大气血值的75%，则破防等级提高235点。不在名剑大会中生效。" font=12 </text>
10963	<text>text="受到伤害有15%几率回复自身3140点气血值，该效果最多5秒触发一次。不在名剑大会中生效。" font=12 </text>
10964	<text>text="自身若持续站立2秒，提高132点内防等级和外防等级，移动则此效果立即消失。不在名剑大会中生效。" font=12 </text>
10965	<text>text="释放招式有10%几率对4尺范围的目标造成一次伤害并附带大量威胁值。不在名剑大会中生效。" font=12 </text>
10966	<text>text="受到伤害导致气血值低于50%时，自身获得一个可化解28000伤害的护盾。不在名剑大会中生效。" font=12 </text>
10967	<text>text="释放招式有几率使自身10尺范围内的5个队友提高157点外功和188点内功攻击力。不在名剑大会中生效。" font=12 </text>
10968	<text>text="若战斗中自身气血值高于75%，则每10秒额外对自身6尺范围的5个目标造成一次治疗效果。不在名剑大会中生效。" font=12 </text>
10969	<text>text="自身若持续站立2秒，提高127点治疗成效，移动则此效果立即消失。不在名剑大会中生效。" font=12 </text>
10970	<text>text="释放治疗招式有20%几率使目标受到的伤害降低20%，持续3秒。该效果最多20秒触发一次。不在名剑大会中生效。" font=12 </text>
10971	<text>text="受到伤害使自身气血值低于30%时，自身会心率大幅提高。该效果最多120秒触发一次。不在名剑大会中生效。" font=12 </text>
10972	<text>text="仅在非战斗状态下可用于救治重伤目标的技能吟唱时间减少80%。不在名剑大会中生效。" font=12 </text>
10973	<text>text="释放招式命中目标有20%几率使自身短时间内伤害获得不稳定的增幅(最终伤害有30%几率提高1%，有70%几率提高5%)，该效果每30秒最多触发一次，并持续8秒。不在名剑大会中生效。" font=12 </text>
10974	<text>text="自身若持续站立2秒，下一次伤害招式将额外对4尺范围内的目标造成少量伤害效果，该效果每20秒最多触发一次，不在名剑大会中生效。" font=12 </text>
10975	<text>text="释放招式有10%几率对目标额外造成一次少量伤害效果，该效果每10秒最多触发一次。不在名剑大会中生效。" font=12 </text>
10976	<text>text="自身受到的疗伤成效降低10%，基础攻击小幅提高（内功提高188点，外功提高157点），不在名剑大会中生效。" font=12 </text>
10977	<text>text="若自身当前气血值大于自身最大气血值的75%，则破防等级提高261点。不在名剑大会中生效。" font=12 </text>
11117	<text>text="受到伤害有15%几率回复自身4867点气血值，该效果最多5秒触发一次。不在名剑大会中生效。" font=12 </text>
11118	<text>text="自身若持续站立2秒，提高203点内防等级和外防等级，移动则此效果立即消失。不在名剑大会中生效。" font=12 </text>
11119	<text>text="释放招式有10%几率对4尺范围的目标造成一次伤害并附带大量威胁值，该效果最多25秒触发一次。不在名剑大会中生效。" font=12 </text>
11120	<text>text="受到伤害导致气血值低于50%时，自身获得一个可化解43400伤害的护盾，持续10秒，该效果最多60秒触发一次。不在名剑大会中生效。" font=12 </text>
11121	<text>text="释放招式有几率使自身10尺范围内的5个队友提高243点外功和291点内功攻击力，持续8秒。不在名剑大会中生效。" font=12 </text>
11122	<text>text="若战斗中自身气血值高于75%，则每10秒额外对自身6尺范围的5个目标造成一次治疗效果。不在名剑大会中生效。" font=12 </text>
11123	<text>text="自身若持续站立2秒，提高198点治疗成效，移动则此效果立即消失。不在名剑大会中生效。" font=12 </text>
11124	<text>text="释放治疗招式有20%几率使目标受到的伤害降低20%，持续3秒。该效果最多20秒触发一次。不在名剑大会中生效。" font=12 </text>
11125	<text>text="受到伤害使自身气血值低于30%时，自身会心率大幅提高。该效果最多120秒触发一次。不在名剑大会中生效。" font=12 </text>
11126	<text>text="仅在非战斗状态下可用于救治重伤目标的技能吟唱时间减少80%。不在名剑大会中生效。" font=12 </text>
11127	<text>text="释放招式命中目标有20%几率使自身短时间内伤害获得不稳定的增幅(最终伤害有30%几率提高1%，有70%几率提高5%)，该效果每30秒最多触发一次，并持续8秒。不在名剑大会中生效。" font=12 </text>
11128	<text>text="自身若持续站立2秒，下一次伤害招式将额外对4尺范围内的目标造成少量伤害效果，该效果每20秒最多触发一次，不在名剑大会中生效。" font=12 </text>
11129	<text>text="释放招式有10%几率对目标额外造成一次少量伤害效果，该效果每10秒最多触发一次。不在名剑大会中生效。" font=12 </text>
11130	<text>text="自身受到的疗伤成效降低10%，基础攻击小幅提高（内功提高291点，外功提高243点），不在名剑大会中生效。" font=12 </text>
11131	<text>text="若自身当前气血值大于自身最大气血值的75%，则破防等级提高406点。不在名剑大会中生效。" font=12 </text>
11132	<text>text="受到伤害有15%几率回复自身4867点气血值，该效果最多5秒触发一次。不在名剑大会中生效。" font=12 </text>
11133	<text>text="自身若持续站立2秒，提高203点内防等级和外防等级，移动则此效果立即消失。不在名剑大会中生效。" font=12 </text>
11134	<text>text="释放招式有10%几率对4尺范围的目标造成一次伤害并附带大量威胁值，该效果最多25秒触发一次。不在名剑大会中生效。" font=12 </text>
11135	<text>text="受到伤害导致气血值低于50%时，自身获得一个可化解43400伤害的护盾，持续10秒，该效果最多60秒触发一次。不在名剑大会中生效。" font=12 </text>
11136	<text>text="释放招式有几率使自身10尺范围内的5个队友提高243点外功和291点内功攻击力，持续8秒。不在名剑大会中生效。" font=12 </text>
11137	<text>text="若战斗中自身气血值高于75%，则每10秒额外对自身6尺范围的5个目标造成一次治疗效果。不在名剑大会中生效。" font=12 </text>
11138	<text>text="自身若持续站立2秒，提高198点治疗成效，移动则此效果立即消失。不在名剑大会中生效。" font=12 </text>
11139	<text>text="释放治疗招式有20%几率使目标受到的伤害降低20%，持续3秒。该效果最多20秒触发一次。不在名剑大会中生效。" font=12 </text>
11140	<text>text="受到伤害使自身气血值低于30%时，自身会心率大幅提高。该效果最多120秒触发一次。不在名剑大会中生效。" font=12 </text>
11141	<text>text="仅在非战斗状态下可用于救治重伤目标的技能吟唱时间减少80%。不在名剑大会中生效。" font=12 </text>
11142	<text>text="释放招式命中目标有20%几率使自身短时间内伤害获得不稳定的增幅(最终伤害有30%几率提高1%，有70%几率提高5%)，该效果每30秒最多触发一次，并持续8秒。不在名剑大会中生效。" font=12 </text>
11143	<text>text="自身若持续站立2秒，下一次伤害招式将额外对4尺范围内的目标造成少量伤害效果，该效果每20秒最多触发一次，不在名剑大会中生效。" font=12 </text>
11144	<text>text="释放招式有10%几率对目标额外造成一次少量伤害效果，该效果每10秒最多触发一次。不在名剑大会中生效。" font=12 </text>
11145	<text>text="自身受到的疗伤成效降低10%，基础攻击小幅提高（内功提高291点，外功提高243点），不在名剑大会中生效。" font=12 </text>
11146	<text>text="若自身当前气血值大于自身最大气血值的75%，则破防等级提高406点。不在名剑大会中生效。" font=12 </text>
11266	<text>text="受到伤害有15%几率回复自身6031点气血值，该效果最多5秒触发一次。不在名剑大会中生效。" font=12 </text>
11267	<text>text="自身若持续站立2秒，提高249点内防等级和外防等级，移动则此效果立即消失。不在名剑大会中生效。" font=12 </text>
11268	<text>text="释放招式有10%几率对4尺范围的目标造成一次伤害并附带大量威胁值，该效果最多25秒触发一次。不在名剑大会中生效。" font=12 </text>
11269	<text>text="受到伤害导致气血值低于50%时，自身获得一个可化解53700伤害的护盾，持续10秒，该效果最多60秒触发一次。不在名剑大会中生效。" font=12 </text>
11270	<text>text="释放招式有几率使自身10尺范围内的5个队友提高298点外功和357点内功攻击力，持续8秒。不在名剑大会中生效。" font=12 </text>
11271	<text>text="若战斗中自身气血值高于75%，则每10秒额外对自身6尺范围的5个目标造成一次治疗效果。不在名剑大会中生效。" font=12 </text>
11272	<text>text="自身若持续站立2秒，提高241点治疗成效，移动则此效果立即消失。不在名剑大会中生效。" font=12 </text>
11273	<text>text="释放治疗招式有20%几率使目标受到的伤害降低20%，持续3秒。该效果最多20秒触发一次。不在名剑大会中生效。" font=12 </text>
11274	<text>text="受到伤害使自身气血值低于30%时，自身会心率大幅提高。该效果最多120秒触发一次。不在名剑大会中生效。" font=12 </text>
11275	<text>text="仅在非战斗状态下可用于救治重伤目标的技能吟唱时间减少80%。不在名剑大会中生效。" font=12 </text>
11276	<text>text="释放招式命中目标有20%几率使自身短时间内伤害获得不稳定的增幅(最终伤害有30%几率提高1%，有70%几率提高5%)，该效果每30秒最多触发一次，并持续8秒。不在名剑大会中生效。" font=12 </text>
11277	<text>text="自身若持续站立2秒，下一次伤害招式将额外对4尺范围内的目标造成少量伤害效果，该效果每20秒最多触发一次，不在名剑大会中生效。" font=12 </text>
11278	<text>text="释放招式有10%几率对目标额外造成一次少量伤害效果，该效果每10秒最多触发一次。不在名剑大会中生效。" font=12 </text>
11279	<text>text="自身受到的疗伤成效降低10%，基础攻击小幅提高（内功提高357点，外功提高298点），不在名剑大会中生效。" font=12 </text>
11280	<text>text="若自身当前气血值大于自身最大气血值的75%，则破防等级提高496点。不在名剑大会中生效。" font=12 </text>
